datetime,open,high,low,volume,close
2013-06-17,1709.478,1712.939,1689.492,1464507300.0,1692.476
2013-06-18,1701.23,1711.055,1690.117,1400800100.0,1704.222
2013-06-19,1697.599,1697.599,1668.07,1587833900.0,1687.613
2013-06-20,1677.931,1677.931,1629.753,1864144800.0,1631.554
2013-06-21,1606.971,1645.929,1598.468,2118709000.0,1633.164
2013-06-24,1625.445,1625.445,1524.28,3327422000.0,1525.166
2013-06-25,1508.515,1529.376,1422.984,4051710900.0,1526.803
2013-06-26,1529.052,1529.052,1487.309,2854515300.0,1509.682
2013-06-27,1511.491,1530.156,1498.277,2649866000.0,1512.204
2013-06-28,1504.426,1562.387,1497.437,3111516100.0,1552.383
2013-07-01,1539.778,1551.115,1520.697,2065095000.0,1549.374
2013-07-02,1546.854,1551.269,1519.441,2216232200.0,1541.341
2013-07-03,1530.659,1530.659,1501.083,2290312000.0,1522.911
2013-07-04,1511.516,1550.081,1503.454,2366168000.0,1535.321
2013-07-05,1538.389,1556.592,1535.714,2056604700.0,1542.049
2013-07-08,1518.876,1528.965,1502.236,1932146100.0,1506.727
2013-07-09,1505.91,1513.334,1497.505,1561524100.0,1505.299
2013-07-10,1505.706,1547.315,1500.774,2356141100.0,1546.743
2013-07-11,1555.283,1653.587,1555.283,5367500700.0,1635.66
2013-07-12,1626.549,1634.345,1585.507,3433176000.0,1587.589
2013-07-15,1599.035,1631.99,1582.83,2800125300.0,1604.662
2013-07-16,1597.331,1606.742,1579.448,2124440800.0,1606.341
2013-07-17,1602.484,1612.571,1581.739,2229715500.0,1582.141
2013-07-18,1575.667,1583.305,1547.091,2054031100.0,1549.348
2013-07-19,1551.295,1557.703,1508.275,2413940100.0,1511.4
2013-07-22,1493.987,1515.154,1485.06,1973065600.0,1514.052
2013-07-23,1520.582,1569.735,1514.211,2684214900.0,1555.837
2013-07-24,1541.928,1550.853,1512.973,2208138700.0,1532.353
2013-07-25,1537.73,1548.197,1522.228,1874865400.0,1529.299
2013-07-26,1521.594,1529.103,1512.61,1309346200.0,1521.612
2013-07-29,1505.679,1505.679,1478.196,1889147600.0,1484.21
2013-07-30,1490.823,1524.426,1483.571,1885554300.0,1500.938
2013-07-31,1518.827,1535.847,1499.548,1587620300.0,1504.167
2013-08-01,1513.802,1541.159,1508.805,2012716100.0,1537.81
2013-08-02,1550.887,1558.829,1533.941,1810710400.0,1536.505
2013-08-05,1540.488,1554.287,1533.0,1532522700.0,1554.188
2013-08-06,1547.61,1564.485,1533.243,1947581600.0,1556.297
2013-08-07,1554.882,1575.692,1548.491,2155289100.0,1551.155
2013-08-08,1548.412,1561.338,1538.612,1508555200.0,1544.624
2013-08-09,1554.755,1562.253,1533.222,2172050800.0,1553.044
2013-08-12,1560.163,1610.812,1557.563,3680635100.0,1610.265
2013-08-13,1610.791,1621.888,1602.931,2635371400.0,1619.743
2013-08-14,1622.209,1643.0,1605.283,2369756200.0,1610.218
2013-08-15,1608.621,1624.335,1593.689,1952046700.0,1595.152
2013-08-16,1590.915,1711.432,1573.72,5275540100.0,1592.794
2013-08-19,1576.57,1617.335,1574.023,2677363800.0,1608.865
2013-08-20,1603.394,1628.683,1588.223,2738604800.0,1594.54
2013-08-21,1601.3,1602.945,1575.461,1837062300.0,1588.081
2013-08-22,1582.332,1606.349,1578.312,1775503300.0,1582.618
2013-08-23,1591.747,1595.944,1542.997,2110677700.0,1566.293
2013-08-26,1573.224,1604.254,1566.015,2302602900.0,1601.379
2013-08-27,1598.742,1609.064,1589.053,1921516700.0,1602.002
2013-08-28,1591.348,1603.955,1577.492,2795586500.0,1592.869
2013-08-29,1604.276,1607.02,1580.806,2059721900.0,1588.153
2013-08-30,1586.522,1599.872,1575.77,2361524900.0,1589.777
2013-09-02,1594.986,1601.144,1579.717,2475917300.0,1591.934
2013-09-03,1596.467,1615.126,1591.212,2542037200.0,1614.537
2013-09-04,1612.503,1620.151,1608.9,2189436600.0,1613.537
2013-09-05,1615.527,1616.696,1606.31,1670893000.0,1609.604
2013-09-06,1604.766,1630.295,1604.205,2350710400.0,1625.854
2013-09-09,1643.176,1720.033,1643.176,6638102200.0,1713.385
2013-09-10,1720.386,1738.35,1704.64,6157833700.0,1737.581
2013-09-11,1745.501,1765.943,1736.185,5635468600.0,1741.318
2013-09-12,1741.495,1798.962,1726.103,6027064700.0,1772.664
2013-09-13,1764.032,1776.496,1742.976,3873732600.0,1749.244
2013-09-16,1763.919,1765.47,1722.667,4736661500.0,1738.248
2013-09-17,1744.385,1748.708,1697.11,4151417900.0,1698.629
2013-09-18,1698.608,1710.475,1680.677,2902642500.0,1700.587
2013-09-23,1707.898,1716.091,1694.936,2864825400.0,1713.084
2013-09-24,1709.986,1710.108,1660.225,3449546400.0,1673.558
2013-09-25,1671.538,1687.133,1658.021,2479263600.0,1661.607
2013-09-26,1658.183,1658.183,1629.902,2892238100.0,1632.695
2013-09-27,1630.686,1641.009,1624.875,1996541600.0,1639.152
2013-09-30,1648.149,1653.237,1634.926,1717054100.0,1643.055
2013-10-08,1637.975,1664.21,1622.593,2873614000.0,1659.713
2013-10-09,1653.087,1673.041,1647.382,2377765200.0,1668.476
2013-10-10,1670.786,1671.102,1635.274,2519728800.0,1637.933
2013-10-11,1649.85,1672.017,1644.511,2820165900.0,1669.268
2013-10-14,1670.728,1671.514,1656.734,2857565500.0,1662.168
2013-10-15,1665.634,1666.97,1646.652,2492117900.0,1656.259
2013-10-16,1652.585,1652.585,1626.261,2403668500.0,1634.223
2013-10-17,1642.333,1647.239,1625.474,1935584500.0,1627.177
2013-10-18,1630.552,1647.769,1628.094,1879275600.0,1636.8
2013-10-21,1640.284,1659.566,1626.553,2319049100.0,1657.583
2013-10-22,1656.638,1656.638,1636.192,2247644600.0,1640.066
2013-10-23,1646.934,1669.999,1634.907,2626610800.0,1638.499
2013-10-24,1633.931,1640.624,1618.614,2123207000.0,1621.605
2013-10-25,1622.007,1635.84,1601.659,2451471600.0,1611.519
2013-10-28,1614.678,1616.983,1600.804,1618887500.0,1610.686
2013-10-29,1615.428,1655.928,1606.341,3636821000.0,1633.721
2013-10-30,1634.279,1654.393,1624.532,2820064200.0,1653.417
2013-10-31,1645.122,1645.122,1629.294,2553653900.0,1631.047
2013-11-01,1633.029,1650.528,1628.122,2064177900.0,1644.752
2013-11-04,1654.106,1659.757,1635.337,1650443900.0,1638.512
2013-11-05,1629.793,1637.441,1611.238,1958425700.0,1633.662
2013-11-06,1623.85,1630.831,1613.36,1874947200.0,1614.214
2013-11-07,1615.505,1619.372,1601.599,1590901000.0,1610.584
2013-11-08,1603.221,1613.41,1585.621,1688198000.0,1587.44
2013-11-11,1587.587,1596.467,1579.378,1486765000.0,1591.139
2013-11-12,1595.649,1611.542,1595.649,1573497400.0,1610.777
2013-11-13,1598.998,1599.192,1568.165,2017126600.0,1569.245
2013-11-14,1571.598,1574.58,1559.566,1808942700.0,1572.729
2013-11-15,1573.912,1622.848,1573.68,2982386300.0,1604.823
2013-11-18,1618.164,1676.868,1610.045,4571072200.0,1675.159
2013-11-19,1674.716,1675.88,1656.44,2975057100.0,1659.53
2013-11-20,1671.548,1676.463,1652.394,2315943700.0,1663.759
2013-11-21,1654.446,1654.446,1626.077,2772275000.0,1648.086
2013-11-22,1651.942,1655.647,1637.989,2442465600.0,1642.496
2013-11-25,1633.841,1659.33,1628.907,2270731300.0,1633.782
2013-11-26,1633.844,1641.378,1628.699,1662768800.0,1630.94
2013-11-27,1630.481,1657.779,1627.893,2465412900.0,1648.789
2013-11-28,1651.627,1680.819,1648.956,2818300300.0,1664.625
2013-11-29,1668.947,1671.441,1656.726,1946335700.0,1661.409
2013-12-02,1662.389,1695.632,1655.0,4727674800.0,1678.867
2013-12-03,1672.197,1686.356,1663.616,2624594900.0,1681.509
2013-12-04,1678.958,1709.575,1674.993,3522377600.0,1699.176
2013-12-05,1700.528,1703.128,1689.393,2476064400.0,1692.38
2013-12-06,1688.019,1692.086,1669.641,2299745200.0,1675.255
2013-12-09,1681.206,1687.529,1666.342,1949269900.0,1669.872
2013-12-10,1673.516,1679.451,1664.027,1925156200.0,1670.553
2013-12-11,1662.091,1662.248,1632.732,2426478600.0,1639.182
2013-12-12,1634.472,1641.973,1628.625,1693933100.0,1631.914
2013-12-13,1617.307,1631.56,1614.966,1649595200.0,1626.41
2013-12-16,1627.099,1631.088,1601.689,1971217200.0,1602.455
2013-12-17,1604.711,1607.426,1593.429,1550867700.0,1597.265
2013-12-18,1596.636,1606.638,1592.909,1275789700.0,1598.678
2013-12-19,1605.645,1609.07,1578.916,1735139300.0,1580.113
2013-12-20,1580.906,1583.411,1534.104,2679793900.0,1537.413
2013-12-23,1541.366,1553.558,1528.653,1549020700.0,1541.265
2013-12-24,1547.199,1557.231,1528.162,1515066500.0,1539.599
2013-12-25,1542.043,1547.865,1533.64,1326352400.0,1547.359
2013-12-26,1543.871,1543.871,1522.589,1747730100.0,1524.883
2013-12-27,1528.346,1559.817,1524.191,1943872700.0,1550.221
2013-12-30,1557.509,1560.111,1544.11,1787598000.0,1547.919
2013-12-31,1541.582,1578.245,1539.878,2361629000.0,1574.781
2014-01-02,1570.049,1570.049,1553.476,1572548100.0,1561.099
2014-01-03,1553.446,1554.516,1529.152,2189922800.0,1536.067
2014-01-06,1534.496,1534.496,1498.6,2491819800.0,1512.93
2014-01-07,1500.978,1515.639,1497.775,1547408300.0,1510.654
2014-01-08,1512.09,1527.887,1504.426,1772188600.0,1515.333
2014-01-09,1511.976,1525.725,1500.572,1634130500.0,1503.881
2014-01-10,1500.005,1506.781,1493.495,1693272600.0,1498.268
2014-01-13,1500.858,1510.316,1489.23,1711106000.0,1494.613
2014-01-14,1493.889,1505.457,1482.908,1766276400.0,1499.285
2014-01-15,1496.828,1498.898,1480.176,1472035700.0,1488.509
2014-01-16,1489.047,1504.43,1482.758,1744088600.0,1493.094
2014-01-17,1487.802,1489.605,1470.865,1800564400.0,1475.671
2014-01-20,1472.394,1476.885,1459.446,1277569700.0,1464.842
2014-01-21,1467.15,1488.714,1467.15,1267746900.0,1478.884
2014-01-22,1480.842,1514.787,1478.079,2415884000.0,1514.121
2014-01-23,1511.793,1514.967,1496.662,1743047600.0,1499.031
2014-01-24,1493.689,1514.107,1491.015,1897613100.0,1502.065
2014-01-27,1491.825,1491.825,1475.5,1902341400.0,1478.865
2014-01-28,1483.409,1492.427,1477.25,1494576200.0,1487.803
2014-01-29,1493.213,1498.575,1488.696,1478746600.0,1494.49
2014-01-30,1489.506,1489.721,1475.773,1276934300.0,1477.345
2014-02-07,1467.362,1475.719,1458.492,1382621000.0,1475.343
2014-02-10,1480.595,1507.356,1480.525,2427684400.0,1505.834
2014-02-11,1505.66,1536.462,1500.845,3420919300.0,1528.322
2014-02-12,1528.884,1537.889,1521.268,2381377500.0,1527.001
2014-02-13,1525.525,1548.617,1519.382,3524063500.0,1528.015
2014-02-14,1527.212,1536.355,1525.151,2123573300.0,1534.239
2014-02-17,1545.182,1549.905,1529.19,2693001100.0,1538.105
2014-02-18,1535.887,1535.887,1505.42,2530762400.0,1508.541
2014-02-19,1507.494,1541.45,1504.951,3162630100.0,1533.396
2014-02-20,1537.938,1556.424,1519.363,3612635200.0,1520.138
2014-02-21,1517.916,1521.767,1496.086,2424011200.0,1505.331
2014-02-24,1492.285,1492.285,1458.167,2888480000.0,1468.06
2014-02-25,1469.257,1475.97,1437.01,2617136000.0,1440.892
2014-02-26,1434.861,1447.168,1429.611,2325252700.0,1444.198
2014-02-27,1449.141,1462.125,1437.642,3246858100.0,1452.461
2014-02-28,1447.772,1467.1,1437.313,2594021500.0,1464.321
2014-03-03,1459.857,1467.708,1452.135,2983984100.0,1462.686
2014-03-04,1458.675,1468.46,1448.687,2625804700.0,1464.284
2014-03-05,1466.011,1466.958,1445.666,2035846000.0,1448.331
2014-03-06,1446.569,1466.033,1435.937,2521621200.0,1459.508
2014-03-07,1456.086,1472.075,1451.712,2346084200.0,1455.585
2014-03-10,1442.976,1442.989,1407.494,2530510300.0,1408.873
2014-03-11,1406.066,1420.901,1403.31,1889792000.0,1412.733
2014-03-12,1408.051,1429.299,1403.279,2271845000.0,1418.698
2014-03-13,1425.844,1451.294,1421.686,2647944700.0,1437.392
2014-03-14,1429.784,1438.672,1416.675,1966609300.0,1426.395
2014-03-17,1435.267,1438.367,1421.416,1498997400.0,1434.157
2014-03-18,1437.54,1438.931,1425.739,1802443200.0,1427.63
2014-03-19,1422.342,1422.342,1406.552,1602253200.0,1418.707
2014-03-20,1415.669,1432.511,1406.258,2055904300.0,1406.915
2014-03-21,1402.813,1468.935,1402.182,4341838000.0,1464.08
2014-03-24,1468.81,1486.85,1462.179,4190667000.0,1477.532
2014-03-25,1473.182,1483.323,1464.538,2558127700.0,1470.121
2014-03-26,1476.248,1480.14,1462.569,1991206500.0,1467.08
2014-03-27,1464.172,1486.373,1450.453,2586058500.0,1464.53
2014-03-28,1465.031,1483.586,1463.533,2601458200.0,1472.047
2014-03-31,1473.151,1477.883,1457.834,1957416300.0,1465.783
2014-04-01,1463.707,1481.006,1461.177,1668913300.0,1473.142
2014-04-02,1475.938,1492.752,1473.827,2338082600.0,1491.303
2014-04-03,1498.111,1504.539,1476.024,2596637100.0,1477.488
2014-04-04,1471.487,1491.049,1469.696,1588061400.0,1490.334
2014-04-08,1488.647,1543.411,1488.064,4336018000.0,1534.747
2014-04-09,1535.214,1539.738,1525.096,2462313700.0,1530.875
2014-04-10,1532.222,1587.622,1522.49,4852679700.0,1570.397
2014-04-11,1568.242,1576.94,1557.511,3740053500.0,1565.308
2014-04-14,1562.191,1568.525,1547.861,2101796000.0,1557.7
2014-04-15,1550.426,1550.529,1520.996,2407461600.0,1523.22
2014-04-16,1519.241,1536.925,1518.428,1912048000.0,1527.054
2014-04-17,1533.067,1534.601,1517.047,1625876300.0,1520.562
2014-04-18,1513.681,1524.726,1503.636,1937480600.0,1521.278
2014-04-21,1510.182,1526.016,1493.25,1897348900.0,1493.756
2014-04-22,1492.077,1510.873,1487.774,2050533700.0,1509.547
2014-04-23,1504.536,1514.733,1502.639,1864788800.0,1507.041
2014-04-24,1506.593,1523.25,1504.189,1591494300.0,1510.285
2014-04-25,1516.685,1522.244,1500.604,2402751800.0,1501.046
2014-04-28,1499.685,1505.111,1481.706,1955266800.0,1483.776
2014-04-29,1484.005,1497.669,1478.51,1878896300.0,1496.009
2014-04-30,1499.12,1500.349,1491.437,1887391700.0,1494.808
2014-05-05,1490.102,1493.846,1473.027,1957922500.0,1487.532
2014-05-06,1484.007,1497.71,1480.671,1753224500.0,1485.25
2014-05-07,1481.944,1485.488,1475.314,1591290700.0,1476.176
2014-05-08,1474.726,1499.736,1471.648,1726268600.0,1478.717
2014-05-09,1482.323,1486.889,1474.517,1539190700.0,1480.737
2014-05-12,1492.628,1513.124,1483.456,2820170800.0,1508.387
2014-05-13,1507.004,1510.892,1498.401,2010458300.0,1503.517
2014-05-14,1504.424,1510.33,1498.605,1528214100.0,1500.825
2014-05-15,1499.217,1503.092,1487.097,1613387900.0,1488.771
2014-05-16,1489.503,1493.192,1480.833,1346617800.0,1487.735
2014-05-19,1482.043,1482.172,1454.409,1575537700.0,1459.212
2014-05-20,1466.053,1468.897,1456.438,1243534100.0,1460.82
2014-05-21,1454.488,1474.936,1447.936,1191695200.0,1474.139
2014-05-22,1472.341,1493.18,1469.417,1551253300.0,1471.552
2014-05-23,1472.409,1484.592,1471.23,1188546500.0,1484.375
2014-05-26,1493.343,1495.784,1480.69,1209119000.0,1486.049
2014-05-27,1484.818,1488.667,1478.311,1250144700.0,1479.733
2014-05-28,1479.495,1493.152,1474.846,1557102400.0,1491.756
2014-05-29,1492.659,1497.678,1483.809,1429096700.0,1484.307
2014-05-30,1485.102,1490.06,1478.002,1360237400.0,1482.096
2014-06-03,1482.439,1491.042,1476.741,1304082000.0,1477.522
2014-06-04,1478.2,1478.438,1459.528,1365307400.0,1466.387
2014-06-05,1465.536,1484.706,1463.038,1276574100.0,1484.241
2014-06-06,1484.521,1484.521,1464.529,1202046400.0,1472.268
2014-06-09,1466.639,1489.768,1466.149,1345680000.0,1475.347
2014-06-10,1479.865,1493.943,1474.196,1896658400.0,1493.533
2014-06-11,1489.367,1493.128,1483.507,1299223100.0,1488.764
2014-06-12,1486.893,1490.008,1481.832,1407643300.0,1483.861
2014-06-13,1483.58,1509.021,1483.444,2190008400.0,1502.961
2014-06-16,1503.662,1521.963,1501.335,2403881500.0,1518.705
2014-06-17,1512.461,1512.461,1500.334,1646147100.0,1501.939
2014-06-18,1501.194,1504.496,1493.716,1552385600.0,1495.431
2014-06-19,1496.659,1500.993,1473.667,1693815700.0,1478.038
2014-06-20,1475.937,1485.165,1474.436,1338516100.0,1484.479
2014-06-23,1483.656,1489.313,1474.926,1305632200.0,1475.76
2014-06-24,1471.734,1481.15,1470.589,1265998000.0,1480.128
2014-06-25,1477.093,1477.093,1466.396,1171418900.0,1469.954
2014-06-26,1471.646,1480.829,1471.607,1303932200.0,1478.006
2014-06-27,1475.72,1480.817,1468.21,1632084000.0,1473.756
2014-06-30,1475.719,1486.955,1475.719,1656844500.0,1482.405
2014-07-01,1486.792,1488.141,1476.392,1519737700.0,1481.663
2014-07-02,1481.331,1486.405,1476.581,1672272500.0,1484.841
2014-07-03,1481.849,1492.102,1479.056,1718850600.0,1489.545
2014-07-04,1489.816,1495.039,1489.465,1584462000.0,1492.463
2014-07-07,1493.068,1497.718,1488.512,1596980200.0,1492.836
2014-07-08,1491.721,1493.835,1484.126,1372506900.0,1491.964
2014-07-09,1490.945,1491.968,1474.869,1872713400.0,1475.137
2014-07-10,1475.177,1478.71,1468.734,1657442800.0,1471.168
2014-07-11,1462.349,1474.074,1460.906,1821782900.0,1468.541
2014-07-14,1468.692,1482.995,1466.407,1982969300.0,1482.777
2014-07-15,1481.109,1487.2,1478.441,2157233600.0,1484.662
2014-07-16,1482.327,1490.191,1480.595,2454217700.0,1483.176
2014-07-17,1479.121,1479.286,1468.382,1648474100.0,1473.668
2014-07-18,1466.577,1486.271,1464.753,2090197900.0,1478.755
2014-07-21,1478.725,1483.619,1474.799,1676029600.0,1479.837
2014-07-22,1476.225,1500.499,1475.597,2484082800.0,1495.927
2014-07-23,1495.247,1512.367,1494.934,2857820700.0,1506.755
2014-07-24,1508.981,1546.188,1508.981,4431152700.0,1541.899
2014-07-25,1546.521,1557.578,1541.296,3120610500.0,1557.015
2014-07-28,1566.329,1617.476,1566.329,6666410500.0,1609.477
2014-07-29,1610.913,1621.064,1601.977,4680623100.0,1611.852
2014-07-30,1606.717,1619.18,1598.264,4433815500.0,1601.377
2014-07-31,1602.67,1622.646,1597.269,3474391600.0,1621.847
2014-08-01,1616.794,1639.319,1607.565,4426750400.0,1607.974
2014-08-04,1614.901,1644.958,1608.313,4454097400.0,1644.634
2014-08-05,1644.234,1646.317,1622.029,3319083200.0,1632.408
2014-08-06,1624.028,1626.917,1602.993,3283637100.0,1619.012
2014-08-07,1619.201,1623.004,1592.035,3558256700.0,1593.419
2014-08-08,1595.191,1600.798,1586.092,2841162500.0,1595.662
2014-08-11,1601.305,1621.713,1600.682,2772883600.0,1619.253
2014-08-12,1615.137,1615.137,1601.563,2499988200.0,1607.91
2014-08-13,1609.456,1619.185,1596.218,3010419500.0,1610.139
2014-08-14,1610.39,1614.584,1595.17,2794567300.0,1596.839
2014-08-15,1598.522,1615.876,1593.222,2740658900.0,1612.004
2014-08-18,1614.225,1623.901,1607.435,2629049800.0,1613.127
2014-08-19,1614.392,1615.207,1598.064,2840078300.0,1609.093
2014-08-20,1605.504,1605.509,1596.96,2410818200.0,1600.338
2014-08-21,1599.551,1600.275,1576.318,2727797500.0,1587.025
2014-08-22,1585.11,1596.285,1583.607,2395343600.0,1594.183
2014-08-25,1594.706,1595.44,1575.706,2650126500.0,1577.425
2014-08-26,1575.779,1584.146,1568.735,2362160000.0,1573.391
2014-08-27,1573.523,1578.689,1569.978,1641932100.0,1572.791
2014-08-28,1573.529,1580.68,1563.402,2079015400.0,1563.889
2014-08-29,1570.395,1582.284,1565.522,2201280100.0,1581.284
2014-09-01,1582.023,1587.392,1576.219,2213287100.0,1586.022
2014-09-02,1588.619,1609.006,1581.135,3468071000.0,1607.499
2014-09-03,1609.301,1628.185,1608.95,3840963500.0,1624.032
2014-09-04,1626.913,1638.894,1621.241,3270024900.0,1637.287
2014-09-05,1643.277,1657.605,1641.107,4187043700.0,1656.237
2014-09-09,1657.61,1660.007,1642.44,3066428000.0,1645.112
2014-09-10,1637.485,1637.485,1626.107,2930072200.0,1629.985
2014-09-11,1627.959,1648.957,1619.482,3645671300.0,1622.815
2014-09-12,1619.05,1630.28,1614.535,2846877000.0,1630.204
