,open,high,low,close,volume,amt,turn,oi
2017-12-28 00:00:00,2842.7313,2870.8941,2829.542,2859.0537,3435148200.0,51738560594.0,0.2171,
2017-12-29 00:00:00,2861.9190000000003,2876.1918,2849.6787,2860.4363,2863140000.0,40451478933.0,0.1809,
2018-01-02 00:00:00,2867.5282,2912.2694,2867.5282,2908.7318,5400866800.0,63411514961.0,0.3413,
2018-01-03 00:00:00,2914.2787,2947.6307,2906.5984,2913.2596,4820686500.0,69339662348.0,0.3046,
2018-01-04 00:00:00,2918.2559,2934.1518,2910.6624,2919.4787,4352071100.0,59071711306.0,0.275,
2018-01-05 00:00:00,2926.7782,2940.1799,2920.0843,2932.3558,4994334800.0,62492266389.0,0.3156,
2018-01-08 00:00:00,2933.8245,2952.344,2926.8709,2947.7613,5805279300.0,82070565457.0,0.3668,
2018-01-09 00:00:00,2947.5496,2972.4254,2947.1159,2969.3175,4058903400.0,60495808429.0,0.2565,
2018-01-10 00:00:00,2968.3436,2999.7483,2966.1807,2995.5641,5776385000.0,72207517696.0,0.365,
2018-01-11 00:00:00,2986.7923,3009.992,2981.3345,2997.0448,4235182100.0,56280148974.0,0.2676,
2018-01-12 00:00:00,2997.9008,3019.702,2993.5648,3018.5957,3816829600.0,55328487662.0,0.2412,
2018-01-15 00:00:00,3027.2028,3070.9386,3022.4724,3048.8075,6498882100.0,89764581677.0,0.4106,
2018-01-16 00:00:00,3041.3642,3065.1869,3035.7676,3063.8609,6426246800.0,87195144294.0,0.406,
2018-01-17 00:00:00,3071.4990000000003,3132.9929,3060.2185,3076.1819,9106633000.0,119156000000.0,0.5754,
2018-01-18 00:00:00,3096.2011,3125.8631,3084.2792,3106.5516,8770692600.0,111974000000.0,0.5541,
2018-01-19 00:00:00,3122.672,3145.9935,3100.4066,3117.8212,9495530200.0,117995000000.0,0.5998,
2018-01-22 00:00:00,3104.9585,3144.8513,3104.4049,3130.3299,7746585200.0,96853995904.0,0.4893,
2018-01-23 00:00:00,3145.1079,3177.7627,3144.2813,3176.5042,10169189900.0,120507000000.0,0.6421,
2018-01-24 00:00:00,3189.7683,3202.4699,3150.5532,3180.3318,9913066700.0,125182000000.0,0.6259,
2018-01-25 00:00:00,3171.3495,3177.4071,3124.4555,3157.4592,7736397600.0,97574390990.0,0.4885,
2018-01-26 00:00:00,3147.4779,3195.072,3147.4779,3172.7776,8216463700.0,94465283690.0,0.5188,
2018-01-29 00:00:00,3184.298,3197.8398,3107.9564,3120.6951,7292021400.0,96641913863.0,0.4604,
2018-01-30 00:00:00,3109.1853,3127.7506,3077.3140000000003,3079.1178,5427594400.0,69473844578.0,0.3427,
2018-01-31 00:00:00,3063.2335,3118.7622,3062.5284,3116.8331,5560739700.0,72990261128.0,0.3511,
2018-02-01 00:00:00,3120.1331,3141.7685,3101.3386,3141.23,7219328700.0,92604918753.0,0.4558,
2018-02-02 00:00:00,3113.2991,3150.697,3082.9941,3149.6414,5290143600.0,72098054089.0,0.33399999999999996,
2018-02-05 00:00:00,3098.6722,3181.5942,3095.9874,3181.3393,7160734800.0,91528595257.0,0.4521,
2018-02-06 00:00:00,3114.3466,3140.0317,3094.4926,3117.4905,9864662200.0,127406000000.0,0.6228,
2018-02-07 00:00:00,3147.323,3166.6982,3020.3926,3029.6011,9470049200.0,119171000000.0,0.5979,
2018-02-08 00:00:00,2998.603,3019.2746,2911.403,2945.8438,7311784600.0,89454605332.0,0.4616,
2018-02-09 00:00:00,2857.4334,2871.5441,2724.5915,2810.0273,9192589900.0,111223000000.0,0.5804,
2018-02-12 00:00:00,2803.8592,2823.8067,2776.9576,2805.211,4629000400.0,56121422794.0,0.2923,
2018-02-13 00:00:00,2834.3901,2887.893,2834.3901,2852.7169,4662221100.0,56890392995.0,0.2944,
2018-02-14 00:00:00,2859.8663,2877.0369,2841.2391,2871.7873,2534981400.0,31690057642.0,0.16,
2018-02-22 00:00:00,2915.9685,2936.8458,2900.8733,2931.8815,3929775300.0,49214807418.0,0.2481,
2018-02-23 00:00:00,2941.4214,2966.7522,2926.3629,2957.171,3820748900.0,45850903406.0,0.2412,
2018-02-26 00:00:00,2973.8138,2986.813,2933.5161,2973.7855,5021402700.0,58593508704.0,0.317,
2018-02-27 00:00:00,2979.768,2979.768,2918.007,2927.0968,4620143500.0,54502425839.0,0.2917,
2018-02-28 00:00:00,2899.0023,2905.5729,2866.4622,2878.6666,3875813400.0,47725005592.0,0.2447,
2018-03-01 00:00:00,2859.09,2907.2684,2852.4923,2891.2982,3228488800.0,40076068744.0,0.2038,
2018-03-02 00:00:00,2864.1751,2887.893,2852.0115,2864.1834,2986451700.0,36583775828.0,0.1886,
2018-03-05 00:00:00,2865.2016,2889.7377,2846.9319,2863.9909,2996714900.0,36066405586.0,0.1892,
2018-03-06 00:00:00,2878.9177,2893.462,2838.6092,2892.4752,4759357600.0,53720112308.0,0.3005,
2018-03-07 00:00:00,2892.442,2921.4421,2868.0359,2878.1506,3791765800.0,45394077229.0,0.2394,
2018-03-08 00:00:00,2878.8198,2903.0532,2865.5516,2898.2542,2896303700.0,37537677980.0,0.1829,
2018-03-09 00:00:00,2907.0416,2916.5531,2891.8682,2908.1974,3150449000.0,39303801991.0,0.1989,
2018-03-12 00:00:00,2922.6177,2927.5081,2897.2355,2909.5793,4498507600.0,54236062326.0,0.284,
2018-03-13 00:00:00,2909.2478,2921.3074,2878.2003,2883.3771,4060760300.0,44383331438.0,0.2564,
2018-03-14 00:00:00,2871.7227,2879.5374,2860.9695,2871.3340000000003,3088630100.0,36928754270.0,0.195,
2018-03-15 00:00:00,2860.4136,2895.6118,2860.4136,2894.9828,2626007500.0,35212947634.0,0.1658,
2018-03-16 00:00:00,2895.5064,2911.1939,2869.9671,2870.7318,2719210100.0,36436840718.0,0.1719,
2018-03-19 00:00:00,2870.3649,2898.2345,2856.171,2897.2558,2604293000.0,37418712946.0,0.1646,
2018-03-20 00:00:00,2878.9533,2907.5229,2877.0999,2904.3972,2712940300.0,33929944349.0,0.1715,
2018-03-21 00:00:00,2928.9996,2932.2176,2879.5251,2894.1835,3338876200.0,47299461831.0,0.2111,
2018-03-22 00:00:00,2894.1292,2902.7671,2851.2940000000003,2866.6702,3050580800.0,42875777208.0,0.1928,
2018-03-23 00:00:00,2786.531,2800.2467,2754.6598,2791.4674,6262325100.0,74872353298.0,0.3953,
2018-03-26 00:00:00,2767.3635,2773.5378,2709.5679999999998,2738.868,4274221000.0,56021077844.0,0.2698,
2018-03-27 00:00:00,2775.6346,2780.8388,2726.3603,2747.5872,3921166400.0,49589358458.0,0.2475,
2018-03-28 00:00:00,2714.8736,2746.8803,2687.9567,2694.8259,3458348600.0,50997098740.0,0.2183,
2018-03-29 00:00:00,2699.1359,2757.7792,2657.492,2738.7906,4235391900.0,57630689830.0,0.2674,
2018-03-30 00:00:00,2735.6242,2740.8194,2714.7667,2722.153,3168191800.0,39358358981.0,0.2,
2018-04-02 00:00:00,2717.1183,2754.6509,2707.6327,2711.3735,3469871900.0,43302463214.0,0.2191,
2018-04-03 00:00:00,2690.6325,2709.9075,2683.048,2697.272,2862816200.0,36026223651.0,0.1807,
2018-04-04 00:00:00,2706.4205,2730.2484,2698.8863,2702.3692,2673225800.0,37548671722.0,0.1688,
2018-04-09,2706.3294,2721.5909,2688.8314,2715.7318,2629354900.0,35014124147.0,0.166,
2018-04-10,2719.517,2781.2685,2710.8682,2780.8036,3808253500.0,46905059931.0,0.2404,
