nav_date,close
1999-07-15,113.53
1999-07-16,113.6
1999-07-19,113.74
1999-07-20,112.87
1999-07-21,112.6
1999-07-22,112.84
1999-07-23,112.76
1999-07-26,111.64
1999-07-27,111.67
1999-07-28,111.73
1999-07-29,111.6
1999-07-30,111.93
1999-08-02,112.02
1999-08-03,111.88
1999-08-04,111.6
1999-08-05,111.03
1999-08-06,110.97
1999-08-09,110.95
1999-08-10,111.1
1999-08-11,111.33
1999-08-12,111.39
1999-08-13,109.83
1999-08-16,109.74
1999-08-17,109.93
1999-08-18,110.14
1999-08-19,110.24
1999-08-20,110.12
1999-08-23,110.3
1999-08-24,110.41
1999-08-25,110.48
1999-08-26,110.64
1999-08-27,110.6
1999-08-30,110.67
1999-08-31,111.53
1999-09-01,111.34
1999-09-02,111.08
1999-09-03,111.39
1999-09-06,111.57
1999-09-07,111.66
1999-09-08,112.01
1999-09-09,113.0
1999-09-10,112.74
1999-09-13,112.79
1999-09-14,112.16
1999-09-15,112.53
1999-09-16,112.75
1999-09-17,112.75
1999-09-20,127.78
1999-09-21,112.72
1999-09-22,112.83
1999-09-23,113.22
1999-09-24,113.11
1999-09-27,113.38
1999-09-28,112.6
