DateTime,open,high,low,close,volume,amt,turn,ma_5,ma_22,ma_66,ma_125,ma_250,force_10,force_x,boll_10b,boll_10,macd_3_8,msign_3_8,mdiff_3_8,macd_10_20,msign_10_20,mdiff_10_20,macd_10_40,msign_10_40,mdiff_10_40,macd_30_60,msign_30_60,mdiff_30_60,tsi,trix_10,label
2001/1/16,1444.26,1477.44,1427.9,1467.02,459500000,4882260000.0,0.9691,1486.9339999999975,1477.52,1473.77606060606,1482.0704,1396.1380000000004,107328299.99999979,1.073282999999998,0.04885444671271306,0.16517665749465346,-10.278381210028556,0.2491989217577779,-10.527580131786333,0.36639689300568534,2.577744070755504,-2.211347177749819,2.657945865176316,5.414224914628207,-2.7562790494518907,4.009894705773604,4.388009511584422,-0.37811480581081813,-0.08347877232710749,0.0005725806952081673,1.0
2001/1/17,1468.84,1483.1,1450.03,1460.89,376750000,3871530000.0,0.764,1477.5819999999974,1477.505,1474.7946969696964,1481.6915200000003,1397.8506800000007,13110186299.999962,131.1018629999996,0.05365493632876046,0.17118135694504022,-11.105261131913949,-2.0216930889765683,-9.08356804293738,-1.5924646003900307,1.743702336526397,-3.3361669369164275,-0.4280455034993338,4.245770831002699,-4.673816334502033,3.21752004336372,4.153911617940282,-0.9363915745765619,-0.13381557732474417,0.00034012654917608644,0.0
2001/1/18,1461.95,1482.67,1453.4,1467.48,380670000,3991680000.0,0.7822,1469.5359999999973,1477.7536363636366,1475.846666666666,1481.3487200000004,1399.5751200000007,8681575400.000021,86.81575400000021,0.05531580755568054,0.2962247988259466,-8.362352086879127,-3.2898248885570807,-5.072527198322047,-2.444392985544937,0.90608327211213,-3.350476257657067,-1.949267552602123,3.0067631542817344,-4.956030706883857,2.7028109479774685,3.863691483947719,-1.1608805359702505,-0.13524819732671992,0.0001264060124111311,0.0
2001/1/19,1472.23,1494.67,1466.39,1484.93,452730000,4701180000.0,0.9232,1466.5899999999972,1478.964090909091,1476.9569696969688,1481.1989600000004,1401.1876400000006,3310870999.9999695,33.1087099999997,0.053128984297140566,0.5293385651949188,-1.519292781934837,-2.935718467232632,1.4164256852977952,-1.5218916085889305,0.4204882959719178,-1.9423799045608483,-0.7943962003200795,2.2465312833613718,-3.0409274836814513,2.784929629226781,3.6479391130035315,-0.8630094837767506,-0.0665306277799354,1.1552841257310259e-05,-1.0
2001/2/5,1487.76,1498.91,1441.89,1450.75,391090000,3957600000.0,0.8082,1466.2139999999972,1478.028181818182,1477.6765151515144,1480.7516000000003,1402.4721600000007,15256004399.999954,152.56004399999955,0.05950792632982347,0.17894384114265854,-8.183737187574934,-3.985322211301093,-4.198414976273841,-3.7719552367243523,-0.4180004105673365,-3.3539548261570156,-4.4357716304054975,0.9100707006079976,-5.345842331013495,1.7690706655607755,3.27216542351498,-1.5030947579542047,-0.13323673322688623,-0.0001779147335051674,0.0
2001/2/6,1444.7,1457.3,1411.09,1443.85,382060000,3910130000.0,0.7834,1461.579999999997,1476.7054545454548,1477.9163636363628,1480.2955200000006,1403.6450400000006,7849850000.0,78.4985,0.06531378136297819,0.18421205472795316,-11.782828102259828,-5.544823389492842,-6.238004712766986,-5.969674108858953,-1.5283351502256601,-4.441338958633294,-8.148363836575072,-0.9016162068286171,-7.246747629746455,0.6272811386895683,2.743188566549898,-2.11590742786033,-0.18657579159944052,-0.0004187408853688151,0.0
2001/2/7,1445.12,1457.41,1421.88,1432.77,334660000,3249000000.0,0.6815,1455.955999999997,1475.3068181818185,1477.8812121212115,1479.7044000000003,1404.9717200000007,20255788800.00003,202.5578880000003,0.06593218820626447,0.14843394863734236,-14.951049224386225,-7.42606855647152,-7.524980667914704,-8.452493289368476,-2.913166778054224,-5.539326511314252,-12.4395513098209,-3.2092032274270745,-9.230348082393824,-0.7586394997642856,2.0428229532870614,-2.801462453051347,-0.2444213132226344,-0.0007093774419481531,0.0
2001/2/8,1430.55,1442.81,1384.14,1393.33,354220000,3743110000.0,0.7269,1441.1259999999972,1472.4340909090913,1477.3095454545448,1478.7112800000002,1406.260160000001,36637057800.00004,366.37057800000036,0.08023443661624582,-0.03097748531878277,-25.477463080281495,-11.036347461233516,-14.441115619047979,-13.558779465575299,-5.04228931555844,-8.516490150016859,-20.915928466359446,-6.75054827521355,-14.165380191145896,-3.26218822402393,0.9818207178248628,-4.244008941848793,-0.36015289160065495,-0.0011583132219380495,0.0
2001/2/9,1397.29,1427.0,1389.32,1413.28,340700000,3704510000.0,0.7022,1426.7959999999973,1470.173636363637,1476.8836363636358,1477.8453600000003,1407.6662000000008,17780459200.000023,177.80459200000024,0.07558920044797826,0.19445207478555981,-21.198572570876195,-13.068792483162053,-8.129780087714142,-15.376700756795117,-7.109171603805777,-8.26752915298934,-24.673235248180845,-10.33508566980701,-14.338149578373836,-4.887651246732503,-0.19207367508661066,-4.6955775716458925,-0.3458428041297499,-0.0015678938555807333,0.0
2001/2/12,1416.24,1430.24,1390.11,1416.96,366350000,3604390000.0,0.7506,1420.0379999999975,1468.4259090909097,1476.6753030303025,1477.00592,1409.139080000001,7221748200.000014,72.21748200000015,0.07973681107530883,0.27260850185747876,-16.156940420454475,-13.686422070620539,-2.4705183498339363,-16.13755676446567,-8.914848635937757,-7.222708128527914,-26.889026071773515,-13.645873750200314,-13.2431523215732,-6.231309200945134,-1.3999207802583158,-4.831388420686818,-0.3247165589641782,-0.0018968379117301607,0.0
