DateTime,open,high,low,close,volume,amt,turn,ma_5,ma_10,ma_22,ma_66,ma_125,ma_250,macd,msign,mdiff,vortex_20,uos,tsi,trix_20,stok,std_10,rsi_k,rsi_20,mass,mom_15,bspoint,label,signal
2001/2/13,1419.07,1433.55,1407.04,1416.7,285570000,2889700000,0.5953,1414.608,1438.094,1466.530455,1476.418182,1476.07304,1410.5384,-28.40961639,-16.59862228,-11.81099411,-0.156019095,2.933078495,-0.197021874,-0.000462297,0.364390796,28.52358837,0.246342505,19.7652334,25.6126658,-74.65,0,-1,0
2001/2/14,1417.49,1427.89,1404.43,1416.74,232050000,2429150000,0.4789,1411.402,1433.679,1463.916818,1476.149545,1475.09776,1411.9574,-29.33575504,-19.14604883,-10.18970621,-0.213510359,3.208114109,-0.203738875,-0.00056552,0.524722933,28.01541102,0.24056017,19.39125374,25.52683699,-90.91,0,-1,0
2001/2/15,1418.2,1427.46,1397.75,1404.66,212670000,2180490000,0.4381,1413.668,1427.397,1459.840909,1475.786364,1474.024,1413.28356,-31.40345109,-21.59752928,-9.805921807,-0.225840283,2.901485579,-0.217676495,-0.000670042,0.232581622,26.60143858,0.225581638,18.40608824,25.4294214,-103.05,0,-1,0
2001/2/16,1401.57,1410.11,1375.16,1401.35,266200000,2716300000,0.5464,1411.282,1419.039,1455.185,1475.183182,1472.88424,1414.52576,-33.17450907,-23.91292524,-9.261583832,-0.265811264,3.256751582,-0.231200802,-0.000774303,0.749356223,18.37440034,0.182993657,15.468693,25.36600255,-98.31,0,-1,0
2001/2/19,1402.14,1422.38,1389.08,1414.7,230750000,2512310000,0.4936,1410.83,1415.434,1451.46,1474.665606,1471.93016,1415.8252,-32.48258812,-25.62685782,-6.855730303,-0.222456313,3.737452115,-0.227162678,-0.00086732,0.769369369,14.61295635,0.26616535,21.02137372,25.31813468,-37.93,0,-1,0
2001/2/20,1416.38,1434.23,1397.75,1408.12,329600000,3717340000,0.6763,1409.114,1411.861,1447.245455,1474.154848,1470.85008,1417.06808,-32.53137969,-27.00776219,-5.523617498,-0.184543429,3.497281902,-0.228580942,-0.000952812,0.284265351,10.75075548,0.338091611,25.26670132,25.26003254,-58.9,0,-1,0
2001/2/21,1404.65,1411.12,1365.04,1379.09,400990000,4179750000,0.8413,1401.584,1406.493,1442.346364,1473.131667,1469.47144,1418.16232,-36.14290764,-28.83479128,-7.308116358,-0.291392265,3.183181986,-0.250151924,-0.00104684,0.304904514,12.42223191,0.260264337,20.65156724,25.24975705,-81.8,0,-1,0
2001/2/22,1373.58,1393.18,1358.37,1374.99,284800000,3020070000,0.6035,1395.65,1404.659,1437.057273,1472.002576,1468.04176,1419.24016,-39.17854912,-30.90354285,-8.275006273,-0.354540159,3.212801488,-0.269947698,-0.001146435,0.477449009,15.54329255,0.247427546,19.83502345,25.23130317,-92.49,0,-1,0
2001/2/23,1374.22,1399.38,1363.23,1393.98,346510000,3580460000,0.7116,1394.176,1402.729,1431.890455,1471.027576,1466.75984,1420.3228,-38.66723288,-32.45628086,-6.210952028,-0.315761627,3.532066194,-0.26361319,-0.001235604,0.850622407,15.55211986,0.283723169,22.1015851,25.21359019,-90.95,0,-1,0
2001/2/26,1398.89,1420.56,1386.81,1412.22,431950000,4570910000,0.8924,1393.68,1402.255,1427.55,1470.079394,1465.6652,1421.37176,-35.49973732,-33.06497215,-2.434765175,-0.180175859,3.789518802,-0.237890299,-0.001303069,0.752888889,15.13688229,0.394063224,28.26724194,25.11745545,-38.53,0,-1,0
2001/2/27,1413.36,1425.11,1395.9,1414.37,377790000,3871620000,0.7758,1394.93,1402.022,1423.673182,1468.947273,1464.53648,1422.00632,-32.43368432,-32.93871458,0.505030265,-0.115477837,3.770540007,-0.215291923,-0.001350378,0.632317699,14.90599864,0.41544429,29.35080473,24.99261496,-29.48,0,-1,0
2001/2/28,1416.71,1425.66,1396.66,1408.9,262190000,3005630000,0.5354,1400.892,1401.238,1421.685455,1467.422576,1463.38512,1422.62616,-30.4875212,-32.44847591,1.960954704,-0.152588819,3.664473828,-0.201155296,-0.001383635,0.422068966,14.23704073,0.418187141,29.48744415,24.87399598,-23.87,0,-1,0
2001/3/1,1409.83,1426.88,1397.91,1414.17,677360000,5431380000,1.3292,1408.728,1402.189,1419.283182,1465.85,1462.23408,1423.2026,-28.00137205,-31.55905514,3.557683087,-0.153299353,3.822643952,-0.183920411,-0.00140135,0.56127028,14.79760675,0.424804049,29.81491029,24.76084987,20.84,0,-1,0
2001/3/2,1416.82,1441.38,1411.43,1429.74,534670000,5439240000,1.0544,1415.88,1405.028,1417.867273,1464.555152,1461.18456,1423.96156,-23.74673016,-29.99659014,6.249859982,-0.148782935,4.048379083,-0.152946267,-0.001396676,0.611352254,17.15445184,0.499567768,33.31411751,24.67833989,16.46,0,-1,0
2001/3/5,1432.38,1443.35,1415.68,1425.7,392180000,4237210000,0.792,1418.576,1406.128,1415.968182,1463.061212,1460.10216,1424.66364,-20.76232586,-28.14973728,7.387411423,-0.117112085,3.996802621,-0.131188574,-0.001376678,0.362125045,18.16639437,0.509148293,33.73745944,24.50540867,8.74,0,-1,0
2001/3/6,1426.61,1438.67,1410.25,1427.35,440340000,4999080000,0.8812,1421.172,1408.051,1413.350909,1461.623788,1458.94728,1425.32908,-18.03599505,-26.12698884,8.090993784,-0.028614259,3.841274986,-0.111631994,-0.001343637,0.601688951,19.37807148,0.481089487,32.48213502,24.32291736,10.65,0,-1,0
2001/3/7,1429.55,1445.55,1419.52,1432.23,434120000,4733360000,0.8679,1425.838,1413.365,1412.509091,1460.233788,1458.052,1426.16532,-15.10498397,-23.92258786,8.817603898,-0.021194461,3.712320558,-0.090196193,-0.001297675,0.488282751,17.77353041,0.518267418,34.13545019,24.19530504,15.49,0,-1,0
2001/3/8,1433.38,1455.03,1422.79,1442.81,455470000,5155740000,0.9126,1431.566,1420.147,1412.461818,1459.064091,1457.34064,1427.17268,-11.28235734,-21.39454176,10.11218442,0.078929403,3.71334811,-0.06104111,-0.00123585,0.620967742,14.05345987,0.565659784,36.12916356,24.15343956,38.15,0,-1,0
2001/3/9,1445.34,1465.73,1431.38,1449.37,507350000,5905510000,1.0118,1435.492,1425.686,1413.216364,1457.740758,1456.60864,1428.08292,-7.334527564,-18.58253892,11.24801136,0.126004024,3.719670078,-0.030011301,-0.001158804,0.523726346,13.49882398,0.613138505,38.00904281,24.18416333,48.02,0,-1,0
2001/3/12,1450.76,1462.16,1432.89,1446.39,369910000,4082910000,0.7384,1439.63,1429.103,1415.628182,1456.323939,1455.77192,1428.97816,-4.593449087,-15.78472095,11.19127187,0.118513113,3.699329416,-0.007384544,-0.00107315,0.461223095,14.02588009,0.613138505,38.00904281,24.11674335,31.69,0,-1,0
2001/3/13,1445.36,1454.5,1423.75,1434.58,326820000,3757540000,0.653,1441.076,1431.124,1416.596364,1455.432273,1454.78088,1429.60708,-3.990583145,-13.42589339,9.435310247,0.059349145,3.567689099,-0.001136234,-0.00098938,0.352195122,13.09206562,0.550360173,35.49885909,24.04170128,26.46,0,-1,0
2001/3/14,1433.39,1457.61,1425.4,1449.68,355270000,4253130000,0.7132,1444.566,1435.202,1418.083636,1454.824545,1453.89112,1430.2598,-1.477128557,-11.03614042,9.559011868,0.078796829,3.839962383,0.020103413,-0.000899243,0.753803167,11.67493878,0.567032136,36.1850994,24.01494174,70.59,0,-1,0
2001/3/15,1451.12,1466.36,1438.96,1451.1,442010000,5155460000,0.8935,1446.224,1438.895,1419.647273,1453.933333,1453.16704,1430.9626,0.681033374,-8.692705665,9.373739039,0.124978549,3.711575335,0.038869673,-0.000805021,0.443065693,10.00420273,0.61179302,37.95729429,23.90450254,76.11,0,-1,0
2001/3/16,1451.56,1464.89,1436.26,1449.05,428360000,4918930000,0.85,1446.16,1440.826,1421.115909,1453.204394,1452.752,1431.6304,2.081899706,-6.537784591,8.619684297,0.182583075,3.628405367,0.051949092,-0.000710677,0.446734195,9.903865912,0.590956745,37.14473989,23.83350386,55.07,0,-1,0
2001/3/19,1448.82,1465.46,1436.72,1456.81,444630000,4864390000,0.8927,1448.244,1443.937,1423.486364,1452.57803,1452.52408,1432.25144,4.186060133,-4.393015646,8.579075779,0.143974862,3.686955309,0.071107627,-0.000613363,0.699025748,9.502562286,0.594181702,37.27189324,23.78112727,44.59,0,-1,0
2001/3/20,1459.76,1476.85,1448.65,1464.27,423030000,4529460000,0.8465,1454.182,1447.629,1426.346364,1451.981818,1452.29032,1433.0812,6.779000132,-2.15861249,8.937612622,0.150394802,3.74765175,0.094902534,-0.000511308,0.553900709,9.51421095,0.654366303,39.55389455,23.79272175,49.9,0,-1,0
2001/3/21,1466.29,1492.25,1456.18,1482.51,607340000,6811780000,1.2253,1460.748,1452.657,1429.428636,1451.588939,1452.4732,1433.902,11.16349162,0.505808332,10.65768329,0.281569743,3.954900973,0.133402722,-0.000396936,0.729969504,13.08701226,0.717070272,41.76126533,23.90080524,73.61,0,-1,0
2001/3/22,1487.55,1509.6,1476.54,1493.32,857050000,9210470000,1.687,1469.192,1457.708,1433.301364,1451.400303,1453.00544,1434.6914,15.91493809,3.587634283,12.32730381,0.384529644,4.01870129,0.175030451,-0.000269504,0.507562008,17.77269804,0.769207222,43.47750861,24.02750851,79.15,0,-1,0
2001/3/23,1496.07,1507.59,1462.68,1467.84,738080000,8178000000,1.4585,1472.95,1459.555,1437.335455,1451.055758,1453.17912,1435.36788,16.08189643,6.086486713,9.99540972,0.335568735,3.467253787,0.173159385,-0.000150707,0.11489646,17.76963781,0.66156791,39.81588148,24.19979954,38.1,0,-1,0
2001/3/26,1466.56,1496.26,1461.13,1489.3,496260000,5565340000,0.9793,1479.448,1463.846,1442.531364,1451.128485,1453.47224,1436.23152,18.92419027,8.654027424,10.27016284,0.241885813,3.722133286,0.191570739,-2.83E-05,0.801878736,19.3481588,0.650319567,39.40567511,24.35016957,63.6,0,-1,0
2001/3/27,1495.63,1517.35,1481.56,1502.04,607150000,7198020000,1.2081,1487.002,1470.592,1447.443182,1451.390758,1453.82472,1437.07944,22.66332151,11.45588624,11.20743527,0.283827119,3.809013309,0.216673547,0.000101208,0.572226879,19.76629837,0.721524709,41.91195776,24.46976699,74.69,0,-1,0
2001/3/28,1505.03,1516.44,1487.15,1501.41,573270000,6722810000,1.1319,1490.782,1475.765,1451.497273,1451.998485,1454.07688,1438.0412,25.28855817,14.22242063,11.06613754,0.289069975,3.679664189,0.235088725,0.00023226,0.486855582,20.44286632,0.721524709,41.91195776,24.4910853,69.18,0,-1,0
2001/3/29,1502.4,1515.4,1486.59,1495.74,546860000,6216380000,1.0812,1491.266,1480.229,1455.195909,1452.347273,1454.18936,1438.99736,26.35308998,16.6485545,9.704535483,0.282651694,3.525885585,0.241948965,0.000357427,0.317598056,19.30043894,0.7167902,41.75176443,24.4954102,52.93,0,-1,0
2001/3/30,1495.93,1510.69,1483.85,1500.99,502890000,5791360000,0.9885,1497.896,1485.423,1459.381818,1452.846061,1454.43568,1440.21376,27.64630111,18.84810382,8.798197289,0.22720059,3.481983874,0.251712402,0.000477825,0.638599106,16.80500987,0.692226152,40.90624359,24.47299715,51.62,0,-1,0
2001/4/2,1504.13,1521.71,1491.56,1507.84,596400000,6788520000,1.1813,1501.604,1490.526,1463.639545,1453.480909,1454.758,1441.3046,29.31887717,20.94225849,8.376618676,0.246275687,3.535442251,0.265126545,0.000595248,0.539966833,14.77643484,0.732913269,42.29370749,24.46102169,61.45,0,-1,0
2001/4/3,1509.3,1520.95,1490.35,1504.66,484660000,5575030000,0.9625,1502.128,1494.565,1467.045,1454.139091,1455.264,1442.27264,29.9374995,22.74130669,7.196192813,0.25837351,3.789954123,0.271497437,0.000704974,0.467647059,12.07543167,0.72134056,41.90574352,24.47869077,70.08,0,-1,0
2001/4/4,1505.7,1519.87,1474.5,1483.55,632080000,7030660000,1.2416,1498.556,1494.669,1469.674545,1454.465455,1455.84888,1443.13552,27.34500856,23.66204707,3.682961492,0.19959556,3.26907294,0.24692429,0.000792871,0.199471016,11.96403634,0.587120034,36.99279334,24.58995188,33.87,0,-1,0
2001/4/5,1479.84,1501.23,1471.21,1496.41,452110000,5102730000,0.8856,1498.69,1494.978,1472.813636,1455.042879,1456.41504,1444.0024,26.795686,24.28877485,2.50691115,0.146563608,3.453431592,0.238267353,0.000869337,0.839440373,11.96522721,0.563082871,36.02386548,24.68122508,45.31,0,-1,0
2001/4/6,1499.78,1512.82,1484.27,1493.25,410180000,4569480000,0.8091,1497.142,1497.519,1475.587273,1455.374848,1457.062,1444.78444,25.7101096,24.5730418,1.137067794,0.156270026,3.305954927,0.227104475,0.000932696,0.314535902,7.382020877,0.623154915,38.39158599,24.74500071,44.2,0,-1,0
2001/4/9,1492.96,1507.07,1477.9,1496.35,458830000,5056630000,0.8974,1494.844,1498.224,1478.020909,1455.729394,1457.86944,1445.62664,25.04962667,24.66835878,0.381267898,0.140568088,3.488684364,0.22081875,0.000985742,0.632499143,6.825543853,0.57512036,36.51278813,24.80283935,39.54,0,-1,0
