DateTime,open,high,low,close,volume,amt,turn,bspoint,label
2002/10/31,1045.45,1056.8,1037.86,1043.75,167540000,1368200000.0,0.2717,0,
2002/11/1,1043.21,1053.08,1034.13,1046.5,195240000,1542500000.0,0.3142,0,
2002/11/4,1051.6,1067.31,1044.98,1062.3,240660000,2031610000.0,0.3961,0,
2002/11/5,1064.73,1088.57,1058.57,1079.12,555580000,4503440000.0,0.8988,0,-1.0
2002/11/6,1079.86,1084.68,1067.17,1073.9,272500000,2241830000.0,0.4494,0,
2002/11/7,1074.72,1085.01,1065.49,1074.7,333270000,2647250000.0,0.5264,0,
2002/11/8,1085.8,1092.45,1044.1,1051.63,453150000,3513100000.0,0.7134,0,
2002/11/11,1050.56,1059.75,1033.89,1039.2,212090000,1705680000.0,0.3336,0,
2002/11/12,1038.88,1053.28,1017.58,1026.39,383260000,2846260000.0,0.6045,0,
2002/11/13,1024.4,1035.95,1006.29,1030.39,314980000,2425010000.0,0.4947,0,
2002/11/14,1029.43,1034.33,1006.72,1011.16,290760000,2264970000.0,0.4755,0,
2002/11/15,1008.25,1031.3,999.65,1014.23,310840000,2528360000.0,0.4977,0,
2002/11/18,1014.7,1022.37,994.75,1002.72,230460000,1842390000.0,0.365,0,
2002/11/19,1001.27,1014.83,989.71,1008.68,221190000,1717300000.0,0.3523,0,
2002/11/20,1005.74,1008.71,978.53,985.08,274000000,2052160000.0,0.4373,0,
2002/11/21,980.97,986.81,953.63,959.56,383130000,2730030000.0,0.602,0,
2002/11/22,961.0,979.8,942.44,962.41,348950000,2465000000.0,0.5465,0,
2002/11/25,959.8,977.13,948.77,968.61,265670000,1762080000.0,0.4106,0,
2002/11/26,968.66,979.0,946.21,949.91,268450000,1761630000.0,0.4163,0,1.0
2002/11/27,944.49,968.13,931.65,959.3,422020000,2570090000.0,0.6406,0,
2002/11/28,958.24,989.04,949.61,985.89,465490000,3015880000.0,0.7104,0,
2002/11/29,987.55,1014.82,975.72,997.61,803410000,5583690000.0,1.2182,0,-1.0
2002/12/2,995.67,1001.51,966.2,970.5,341160000,2308670000.0,0.5232,0,
2002/12/3,966.81,986.72,960.79,981.26,277210000,1781800000.0,0.4297,0,
2002/12/4,985.75,999.2,974.76,983.03,356820000,2549350000.0,0.5614,0,
2002/12/5,980.12,986.06,965.6,976.2,263740000,1841330000.0,0.4093,0,
2002/12/6,975.95,987.25,966.89,975.39,203420000,1468690000.0,0.322,0,
2002/12/9,974.17,983.73,965.52,972.73,170170000,1237950000.0,0.2766,0,
2002/12/10,972.08,981.78,957.69,961.6,304470000,2192180000.0,0.4707,0,
2002/12/11,958.56,965.55,946.23,957.1,226400000,1583950000.0,0.3553,0,1.0
2002/12/12,957.6,974.86,951.93,961.17,234210000,1733900000.0,0.3613,0,
2002/12/13,954.5,976.15,945.3,969.67,269410000,1872180000.0,0.4348,0,
2002/12/16,970.51,984.48,963.7,977.59,319660000,2098440000.0,0.62,0,
2002/12/17,978.3,988.77,971.14,982.84,283820000,2021230000.0,0.5077,0,
2002/12/18,982.74,994.24,973.13,978.47,323050000,2257930000.0,0.5754,0,
2002/12/19,977.01,985.41,967.42,979.25,239010000,1667740000.0,0.3946,0,
2002/12/20,979.71,995.99,972.7,989.26,354550000,2453980000.0,0.5812,0,
2002/12/23,991.43,1004.47,984.75,991.11,411110000,2830340000.0,0.6647,0,-1.0
2002/12/24,990.57,997.35,980.13,990.8,273740000,2097530000.0,0.4338,0,
2002/12/25,991.06,998.62,979.22,984.47,295440000,2190360000.0,0.4744,0,
2002/12/26,981.77,986.71,952.5,956.94,441660000,3035850000.0,0.7102,0,
2002/12/27,952.08,967.78,940.58,956.89,376840000,2733240000.0,0.6038,0,
2002/12/30,952.61,962.87,934.82,946.82,343350000,2509910000.0,0.5514,0,
2002/12/31,945.79,960.39,930.48,942.75,335180000,2653180000.0,0.532,0,
2003/1/2,933.72,942.6,911.71,918.87,312490000,1896340000.0,0.4582,0,1.0
2003/1/3,915.93,926.83,908.43,919.19,220140000,1259720000.0,0.3261,0,
2003/1/6,918.14,932.84,909.53,928.68,220890000,1289260000.0,0.3267,0,
2003/1/7,928.71,938.65,917.68,924.93,215640000,1250760000.0,0.3203,0,
2003/1/8,923.9,958.72,918.85,952.36,444990000,2412030000.0,0.6536,0,
2003/1/9,953.65,979.11,941.76,969.55,986490000,5641160000.0,1.4340000000000002,0,
2003/1/10,969.91,985.73,954.75,960.23,752210000,4624210000.0,1.1139,0,
2003/1/13,957.26,971.5,950.02,961.63,370070000,2375670000.0,0.5586,0,
2003/1/14,961.37,1035.41,957.38,1019.14,2323470000,14420300000.0,3.3551,0,
2003/1/15,1023.88,1044.37,998.13,1012.98,2537370000,13851600000.0,3.6296,0,
2003/1/16,1011.94,1035.8,1003.04,1028.18,1382950000,8034880000.0,1.9905,0,-1.0
2003/1/17,1029.83,1042.98,1013.39,1023.41,1245390000,7148520000.0,1.8035,0,
2003/1/20,1021.8,1034.52,1005.94,1026.68,886980000,5690170000.0,1.2903,0,
2003/1/21,1028.72,1038.63,1003.49,1007.06,816490000,5007180000.0,1.2231,0,
2003/1/22,1002.89,1019.25,995.53,1009.59,612500000,3679480000.0,0.9179,0,
2003/1/23,1008.82,1023.21,998.01,1004.45,556870000,3239710000.0,0.8155,0,1.0
2003/1/24,1003.28,1031.1,996.62,1022.33,919120000,5120410000.0,1.3196,0,
2003/1/27,1024.92,1045.23,1018.24,1035.72,916120000,5834380000.0,1.3288,0,
2003/1/28,1036.04,1046.44,1026.16,1038.29,594690000,3826580000.0,0.8555,0,
2003/1/29,1038.27,1050.7,1030.33,1038.21,662560000,4532410000.0,0.9583,0,
2003/2/10,1037.17,1043.14,1017.19,1023.55,480620000,3020500000.0,0.6917,0,
2003/2/11,1020.9,1036.14,1016.21,1032.6,338070000,2273680000.0,0.5143,0,
2003/2/12,1031.49,1047.83,1023.51,1043.47,517460000,3404710000.0,0.7783,0,-1.0
2003/2/13,1044.62,1056.16,1031.9,1037.56,619450000,4238840000.0,0.9181,0,
2003/2/14,1036.19,1049.78,1030.61,1041.94,461950000,3150180000.0,0.6733,0,
2003/2/17,1041.59,1052.15,1025.56,1033.64,539670000,3582290000.0,0.7963,0,
2003/2/18,1032.08,1041.86,1023.58,1033.42,394340000,2654740000.0,0.585,0,
2003/2/19,1033.27,1046.84,1025.88,1043.33,485210000,3134630000.0,0.7468,0,
2003/2/20,1044.11,1052.9,1034.78,1042.31,467320000,3246040000.0,0.6965,0,
2003/2/21,1040.74,1044.57,1017.54,1022.05,594190000,3959190000.0,0.8765,0,1.0
2003/2/24,1019.54,1032.81,1014.17,1023.09,357790000,2478890000.0,0.5274,0,
2003/2/25,1023.15,1048.7,1020.86,1041.79,582510000,3967070000.0,0.8605,0,
2003/2/26,1042.5,1049.78,1032.51,1041.55,367050000,2622200000.0,0.5436,0,
2003/2/27,1041.31,1053.51,1034.43,1042.86,452200000,3116760000.0,0.6736,0,
2003/2/28,1042.9,1049.5,1031.6,1041.56,380920000,2720020000.0,0.565,0,
2003/3/3,1041.7,1054.12,1034.57,1049.0,522090000,3590690000.0,0.77,0,-1.0
2003/3/4,1049.75,1057.41,1040.61,1048.16,421600000,3048570000.0,0.625,0,
2003/3/5,1048.26,1053.92,1034.08,1044.21,403840000,2905600000.0,0.5916,0,
2003/3/6,1042.98,1048.46,1025.76,1030.91,553140000,3665440000.0,0.8152,0,
2003/3/7,1029.1,1039.11,1021.18,1028.0,486380000,3145970000.0,0.7107,0,
2003/3/10,1026.82,1032.59,1006.02,1010.35,474340000,3137820000.0,0.6747,0,
2003/3/11,1008.93,1018.11,1002.61,1010.15,298910000,2069140000.0,0.4359,0,
2003/3/12,1009.86,1018.85,999.93,1014.35,310410000,2154780000.0,0.4562,0,
2003/3/13,1014.13,1020.96,1002.72,1008.24,318990000,2240430000.0,0.4743,0,
2003/3/14,1007.93,1017.86,1001.68,1010.29,300260000,2156990000.0,0.4485,0,
2003/3/17,1009.81,1018.56,997.38,1012.51,442190000,2900920000.0,0.6479,0,
2003/3/18,1012.29,1024.37,1002.71,1007.31,399430000,2972010000.0,0.5847,0,
2003/3/19,1005.83,1022.05,997.66,1013.36,479580000,3542430000.0,0.6978,0,
2003/3/20,1012.8,1023.37,1001.78,1008.89,492730000,3464350000.0,0.7377,0,
2003/3/21,1008.43,1022.44,1002.67,1016.96,374190000,2899750000.0,0.5534,0,
2003/3/24,1016.72,1025.95,1009.33,1018.93,330590000,2630920000.0,0.4842,0,
2003/3/25,1018.39,1023.12,1003.85,1009.11,335150000,2432290000.0,0.4954,0,
2003/3/26,1007.57,1017.68,997.51,1005.6,369720000,2839020000.0,0.5446,0,1.0
2003/3/27,1004.41,1044.71,994.95,1032.79,981300000,6858020000.0,1.4285,0,
2003/3/28,1031.87,1048.28,1021.05,1031.56,919520000,6575980000.0,1.368,0,
2003/3/31,1031.58,1052.96,1025.36,1046.1,839220000,6150470000.0,1.2354,0,
2003/4/1,1047.11,1063.42,1038.65,1052.82,1029810000,7601850000.0,1.5067,0,
2003/4/2,1052.56,1062.55,1042.49,1052.48,759010000,5118210000.0,1.1216,0,
2003/4/3,1052.6,1059.83,1039.15,1045.6,629370000,4711910000.0,0.9288,0,
2003/4/4,1044.18,1060.17,1037.91,1052.72,694480000,5018220000.0,1.0266,0,
2003/4/7,1053.23,1066.03,1039.77,1048.75,871160000,6265520000.0,1.2887,0,
2003/4/8,1047.91,1066.25,1037.06,1052.21,1194320000,7624380000.0,1.7312,0,
2003/4/9,1052.16,1083.35,1039.54,1073.41,2493580000,13955530000.0,3.5065,0,
2003/4/10,1075.41,1105.76,1062.36,1083.29,2646090000,18365000000.0,3.7124,0,
2003/4/11,1083.72,1115.53,1073.28,1102.94,2457150000,16025220000.0,3.4624,0,
2003/4/14,1106.76,1146.61,1095.6,1130.81,2955380000,21104480000.0,4.1791,0,
2003/4/15,1133.18,1156.54,1113.38,1138.93,2425790000,18108660000.0,3.4199,0,-1.0
2003/4/16,1140.67,1175.4,1110.54,1130.76,3254730000,25252020000.0,4.5501,0,
2003/4/17,1132.43,1158.07,1110.89,1135.79,2276430000,16525350000.0,3.1601,0,
2003/4/18,1135.91,1156.62,1108.45,1126.27,1963940000,13997940000.0,2.7198,0,
2003/4/21,1123.41,1131.03,1083.88,1101.28,1642920000,11751340000.0,2.3096,0,
2003/4/22,1102.0,1118.05,1086.97,1101.09,794210000,6087230000.0,1.0994,0,
2003/4/23,1100.56,1112.75,1072.55,1081.54,1147080000,8144310000.0,1.6088,0,
2003/4/24,1078.47,1088.33,1036.31,1051.03,1570230000,11218030000.0,2.1954,0,
2003/4/25,1050.56,1067.59,1030.19,1041.04,828540000,5707600000.0,1.1618,0,1.0
2003/4/28,1039.04,1093.67,1021.37,1085.45,1697110000,12100570000.0,2.3453,0,
2003/4/29,1081.51,1099.47,1051.95,1069.95,1438230000,11079040000.0,1.9901,0,
2003/4/30,1074.12,1102.43,1060.92,1078.32,1440190000,10570020000.0,1.93,0,
2003/5/12,1078.9,1108.38,1059.53,1091.55,1298280000,10164060000.0,1.7214,0,-1.0
2003/5/13,1092.97,1108.2,1050.78,1062.22,1830900000,13377850000.0,2.4989,0,1.0
2003/5/14,1057.74,1095.19,1048.65,1087.27,1545120000,10536220000.0,2.0589,0,
2003/5/15,1087.65,1126.23,1074.72,1112.86,1866820000,13554050000.0,2.545,0,
2003/5/16,1113.59,1132.55,1096.57,1113.59,1285520000,10216190000.0,1.7647,0,
2003/5/19,1115.75,1133.02,1099.45,1114.8,1065280000,8315660000.0,1.4665,0,
2003/5/20,1113.29,1120.91,1091.55,1102.1,913120000,6804270000.0,1.2638,0,
2003/5/21,1101.39,1120.51,1091.72,1100.32,720750000,5637990000.0,1.0127,0,
2003/5/22,1099.0,1117.96,1086.67,1110.5,779000000,6118510000.0,1.0834,0,
2003/5/23,1111.74,1140.53,1104.24,1123.09,1505830000,11698130000.0,2.0656,0,
2003/5/26,1123.86,1145.5,1114.24,1131.66,1196960000,8774150000.0,1.6516,0,
2003/5/27,1133.25,1147.93,1117.32,1131.4,1106010000,8633230000.0,1.5225,0,
2003/5/28,1131.85,1145.83,1108.31,1116.07,1136010000,8589350000.0,1.5622,0,
2003/5/29,1114.08,1136.61,1100.11,1129.78,1166880000,9912240000.0,1.6130000000000002,0,
2003/5/30,1131.7,1149.21,1117.52,1133.69,1208040000,9555990000.0,1.689,0,-1.0
2003/6/2,1134.66,1146.08,1116.7,1133.4,847580000,6548470000.0,1.1882,0,
2003/6/3,1132.45,1145.25,1114.29,1121.48,800230000,6218620000.0,1.1227,0,
2003/6/4,1119.97,1142.68,1105.14,1132.58,1263340000,8322780000.0,1.7376,0,
2003/6/5,1132.75,1142.37,1111.47,1117.67,965540000,6667800000.0,1.3378,0,
2003/6/6,1114.74,1124.96,1094.06,1101.45,772820000,5725630000.0,1.0926,0,
2003/6/9,1097.04,1110.46,1083.01,1090.82,732220000,4918080000.0,1.0191,0,1.0
2003/6/10,1089.51,1107.03,1084.17,1097.12,469010000,3426960000.0,0.6726,0,
2003/6/11,1099.54,1123.34,1094.21,1116.74,1152810000,7178010000.0,1.5842,0,-1.0
2003/6/12,1117.87,1125.51,1102.89,1112.27,643550000,4461350000.0,0.8935,0,
2003/6/13,1113.01,1128.11,1104.82,1115.68,761730000,5097240000.0,1.0537,0,
2003/6/16,1116.36,1125.78,1101.85,1112.36,587950000,4216250000.0,0.8181,0,
2003/6/17,1111.66,1121.24,1098.89,1106.79,511950000,3835380000.0,0.7035,0,
2003/6/18,1107.58,1121.64,1099.33,1105.78,631040000,4364380000.0,0.8753,0,
2003/6/19,1105.97,1114.28,1084.44,1094.96,751600000,4996810000.0,1.0281,0,
2003/6/20,1093.71,1104.0,1080.72,1086.94,481000000,3455580000.0,0.6721,0,
2003/6/23,1084.98,1091.77,1069.16,1076.11,585110000,3998560000.0,0.8095,0,
2003/6/24,1075.29,1088.85,1067.22,1080.08,486350000,3394380000.0,0.6685,0,
2003/6/25,1080.52,1089.45,1065.86,1071.95,491260000,3340650000.0,0.6864,0,
2003/6/26,1070.29,1092.59,1056.86,1082.77,723470000,5302730000.0,1.0079,0,
2003/6/27,1082.85,1090.33,1061.66,1067.96,513280000,3576510000.0,0.7179,0,
2003/6/30,1065.18,1080.09,1052.63,1062.96,435530000,3099500000.0,0.6108,0,1.0
2003/7/1,1062.7,1083.33,1056.43,1064.33,525680000,3880350000.0,0.7131,0,
2003/7/2,1064.9,1082.87,1054.33,1077.01,527080000,4040670000.0,0.7121,0,
2003/7/3,1078.64,1088.75,1068.46,1080.26,506030000,3865960000.0,0.6817,0,
2003/7/4,1080.47,1090.71,1068.99,1078.35,470450000,3680060000.0,0.6377,0,
2003/7/7,1077.87,1088.41,1065.99,1079.83,441560000,3462080000.0,0.6111,0,
2003/7/8,1079.76,1095.56,1074.0,1086.6,499120000,3815390000.0,0.6783,0,
2003/7/9,1087.0,1092.77,1071.99,1078.69,402370000,3072930000.0,0.5533,0,
2003/7/10,1078.45,1108.91,1072.19,1101.66,1101850000,8395810000.0,1.4806,0,
2003/7/11,1101.92,1110.74,1090.39,1098.87,629800000,4886480000.0,0.8505,0,
2003/7/14,1098.7,1107.2,1087.23,1095.35,456710000,3637580000.0,0.6268,0,
2003/7/15,1095.64,1108.91,1087.22,1098.57,543650000,4335660000.0,0.7474,0,
2003/7/16,1099.67,1110.41,1090.81,1103.55,550000000,4303030000.0,0.7366,0,
2003/7/17,1104.45,1123.24,1096.21,1112.2,1059550000,8489560000.0,1.4183,0,-1.0
2003/7/18,1111.77,1119.65,1081.51,1087.22,907660000,6787680000.0,1.2143,0,
2003/7/21,1081.54,1093.47,1064.39,1079.69,762060000,5541030000.0,1.0377,0,
2003/7/22,1084.4,1098.6,1065.67,1080.9,690770000,5326600000.0,0.9253,0,
2003/7/23,1081.99,1093.2,1071.29,1084.81,490550000,3787260000.0,0.6622,0,
2003/7/24,1085.12,1091.47,1069.93,1077.22,486380000,3621050000.0,0.6599,0,
2003/7/25,1076.4,1089.75,1056.12,1064.79,662640000,4885240000.0,0.8917,0,
2003/7/28,1061.6,1070.52,1048.96,1059.69,408150000,3117720000.0,0.5487,0,1.0
2003/7/29,1059.96,1073.48,1054.12,1066.01,354610000,2715950000.0,0.4849,0,
2003/7/30,1066.51,1076.82,1056.19,1068.53,372820000,2783530000.0,0.5041,0,
2003/7/31,1069.43,1078.84,1059.87,1068.69,348010000,2824870000.0,0.46799999999999997,0,
2003/8/1,1068.2,1079.19,1056.37,1071.94,399120000,3109070000.0,0.5333,0,
2003/8/4,1071.55,1088.58,1061.62,1083.71,470230000,3670620000.0,0.6454,0,-1.0
2003/8/5,1084.34,1092.9,1074.26,1083.28,396640000,2945430000.0,0.5332,0,
2003/8/6,1082.56,1090.39,1069.71,1077.47,390450000,3039800000.0,0.5276,0,
2003/8/7,1076.52,1091.26,1068.87,1077.87,363170000,2742620000.0,0.4922,0,
2003/8/8,1076.95,1082.16,1059.82,1064.83,358960000,2663340000.0,0.49200000000000005,0,
2003/8/11,1061.98,1074.99,1053.66,1068.19,239010000,1805190000.0,0.3375,0,
2003/8/12,1068.34,1079.36,1061.22,1071.32,229270000,1701690000.0,0.3201,0,
2003/8/13,1070.81,1075.67,1053.84,1057.9,292000000,2178250000.0,0.4026,0,
2003/8/14,1055.97,1070.5,1042.8,1050.49,410690000,3355220000.0,0.5631,0,
2003/8/15,1048.6,1061.06,1038.97,1049.18,409730000,3310930000.0,0.5524,0,
2003/8/18,1048.14,1056.13,1037.96,1046.52,254770000,1856200000.0,0.3517,0,
2003/8/19,1046.77,1058.67,1041.7,1050.18,252090000,1879220000.0,0.3442,0,
2003/8/20,1049.57,1054.99,1034.59,1045.05,299930000,2150610000.0,0.4124,0,
2003/8/21,1046.77,1054.49,1035.59,1044.67,276600000,1954970000.0,0.3752,0,
2003/8/22,1042.28,1053.98,1033.41,1041.86,313960000,2328270000.0,0.4183,0,
2003/8/25,1037.62,1044.08,1021.19,1029.81,337170000,2451770000.0,0.4548,0,
2003/8/26,1027.62,1041.23,1019.43,1031.92,276180000,1914140000.0,0.3807,0,
2003/8/27,1032.5,1042.74,1023.3,1031.3,244960000,1711440000.0,0.32899999999999996,0,
2003/8/28,1031.23,1038.94,1018.13,1022.57,255660000,1893400000.0,0.3419,0,1.0
2003/8/29,1020.85,1035.25,1011.13,1031.14,312940000,2152070000.0,0.4272,0,
2003/9/1,1031.96,1053.64,1024.29,1049.84,459030000,3317870000.0,0.6216,0,-1.0
2003/9/2,1050.0,1061.49,1037.63,1046.6,438580000,3483830000.0,0.5871,0,
2003/9/3,1045.71,1057.82,1036.28,1047.4,368190000,2685750000.0,0.5039,0,
2003/9/4,1047.24,1059.29,1039.18,1046.04,405810000,2820490000.0,0.5457,0,
2003/9/5,1045.28,1052.02,1025.23,1035.59,454430000,3277480000.0,0.5991,0,
2003/9/8,1032.65,1040.83,1021.1,1030.99,353940000,2417300000.0,0.4667,0,
2003/9/9,1030.0,1038.45,1017.11,1025.63,371330000,2603580000.0,0.4934,0,
2003/9/10,1025.0,1036.96,1017.28,1029.79,292630000,2155500000.0,0.3859,0,
2003/9/11,1030.12,1041.45,1022.06,1030.91,254570000,1885790000.0,0.3395,0,
2003/9/12,1030.15,1035.75,1014.13,1020.26,300610000,2095930000.0,0.4084,0,
2003/9/15,1019.42,1031.38,1005.25,1011.57,311380000,2211400000.0,0.4175,0,
2003/9/16,1011.23,1023.81,1000.18,1017.62,373370000,2623640000.0,0.4968,0,
2003/9/17,1017.42,1023.19,1000.83,1007.74,349760000,2318220000.0,0.4743,0,
2003/9/18,1005.0,1017.42,1003.23,1008.15,312480000,2136430000.0,0.4236,0,
2003/9/19,1008.65,1012.53,1003.5,1009.69,284980000,1955670000.0,0.3812,0,
2003/9/22,1011.07,1017.86,996.18,1002.53,266290000,1918730000.0,0.3552,0,
2003/9/23,1001.49,1012.6,990.92,1008.66,323330000,2330420000.0,0.4328,0,
2003/9/24,1009.13,1012.58,1008.88,1012.15,288010000,2018860000.0,0.3871,0,
2003/9/25,1012.26,1013.11,999.56,1000.52,245390000,1799270000.0,0.3633,0,
2003/9/26,999.38,1012.13,994.35,996.16,238760000,1713810000.0,0.3378,0,
2003/9/29,994.96,999.82,982.28,983.87,289270000,1996720000.0,0.3928,0,1.0
2003/9/30,983.98,996.4,978.53,994.12,357370000,2389840000.0,0.4771,0,
2003/10/8,992.63,999.91,983.98,998.2,292620000,1705080000.0,0.3903,0,
2003/10/9,997.91,1004.82,992.63,995.88,373250000,1963180000.0,0.49,0,
2003/10/10,995.57,1022.13,993.81,1020.28,728400000,4299560000.0,0.9568,0,-1.0
2003/10/13,1022.3,1026.14,995.57,1017.55,498360000,3093150000.0,0.6848,0,
2003/10/14,1017.06,1022.3,1005.92,1009.62,384570000,2436870000.0,0.5182,0,
2003/10/15,1010.38,1022.38,1004.67,1006.38,392750000,2392900000.0,0.5274,0,
2003/10/16,1004.57,1010.38,991.42,993.54,355610000,2243520000.0,0.4816,0,
2003/10/17,992.72,1004.56,991.16,997.54,324280000,2042760000.0,0.4341,0,
2003/10/20,996.01,997.54,988.65,991.77,335730000,2028960000.0,0.4502,0,1.0
2003/10/21,991.91,996.01,985.06,995.47,439760000,2545700000.0,0.579,0,
2003/10/22,997.81,1023.63,995.18,1021.21,1072020000,6478940000.0,1.4140000000000001,0,-1.0
2003/10/23,1022.05,1028.22,1011.54,1013.18,664820000,4112900000.0,0.8958,0,
2003/10/24,1013.04,1015.9,1006.11,1010.43,557660000,3484420000.0,0.7336,0,
2003/10/27,1010.66,1012.23,996.53,1002.9,517230000,3407030000.0,0.6871,0,
2003/10/28,1000.04,1012.38,994.61,1004.08,711450000,4391740000.0,0.9297,0,
2003/10/29,1005.39,1007.5,984.63,998.21,817440000,5149370000.0,1.085,0,
2003/10/30,994.81,999.38,983.15,986.06,531650000,3274450000.0,0.7120000000000001,0,1.0
2003/10/31,983.09,998.91,978.14,987.05,536520000,3234040000.0,0.7166,0,
2003/11/3,986.08,1001.91,982.4,999.25,639010000,3716070000.0,0.8398,0,
2003/11/4,1000.12,1038.03,997.86,1020.77,1856600000,11482530000.0,2.4321,0,-1.0
2003/11/5,1020.28,1026.84,1011.13,1017.45,1120000000,6758740000.0,1.4661,0,
2003/11/6,1017.56,1018.16,997.27,1001.93,1173330000,7163180000.0,1.5375,0,
2003/11/7,998.66,1000.95,980.17,987.89,1036420000,6311420000.0,1.3411,0,
2003/11/10,984.05,994.11,979.61,993.78,555980000,3444210000.0,0.7204,0,
2003/11/11,993.1,1000.33,985.19,994.69,634830000,3923250000.0,0.8079,0,
2003/11/12,991.49,992.87,976.45,977.24,620020000,3752730000.0,0.8049,0,
2003/11/13,973.48,983.4,971.1,979.26,536250000,3342160000.0,0.7072,0,
2003/11/14,978.12,986.47,973.74,985.94,458250000,2908650000.0,0.5998,0,
2003/11/17,985.75,987.66,978.32,981.69,349420000,2244290000.0,0.4629,0,
2003/11/18,980.38,981.85,966.4,968.19,458210000,2856710000.0,0.599,0,1.0
2003/11/19,965.68,984.98,965.63,982.41,500370000,3217620000.0,0.6707,0,
2003/11/20,982.35,1009.12,980.49,1008.37,994750000,6232950000.0,1.3347,0,
2003/11/21,1011.16,1020.72,996.17,998.57,1169380000,7323790000.0,1.5451,0,
2003/11/24,997.7,1026.77,997.7,1026.77,1151070000,7242060000.0,1.5296,0,
2003/11/25,1028.49,1039.94,1024.11,1029.72,1393810000,9103150000.0,1.9372,0,
2003/11/26,1027.67,1034.26,1022.57,1032.55,976370000,6196130000.0,1.3333,0,
2003/11/27,1032.89,1034.42,1014.06,1015.09,875850000,5484100000.0,1.1732,0,
2003/11/28,1014.88,1024.29,1013.05,1021.83,649110000,4150410000.0,0.8666,0,
2003/12/1,1022.88,1044.41,1021.96,1044.39,1138410000,7200320000.0,1.4998,0,
2003/12/2,1048.02,1051.31,1041.62,1044.63,1195030000,7453050000.0,1.5791,0,
2003/12/3,1044.34,1057.89,1036.46,1048.73,1363680000,8601500000.0,1.7796,0,
2003/12/4,1049.02,1054.7,1046.41,1054.35,1130440000,7673980000.0,1.4936,0,
2003/12/5,1055.19,1056.6,1045.59,1052.28,879140000,5875000000.0,1.1661,0,
2003/12/8,1052.48,1056.72,1040.9,1042.01,891800000,5720040000.0,1.1804,0,
2003/12/9,1040.62,1046.42,1036.56,1046.19,683100000,4616620000.0,0.9193,0,
2003/12/10,1050.96,1061.1,1049.45,1061.05,1323970000,8992430000.0,1.7464,0,
2003/12/11,1063.02,1065.13,1056.15,1061.91,1115040000,8004520000.0,1.4972,0,
2003/12/12,1061.07,1063.09,1055.07,1060.81,912080000,6418690000.0,1.1991,0,
2003/12/15,1061.18,1064.36,1058.48,1062.62,699290000,4925710000.0,0.92,0,
2003/12/16,1060.89,1061.36,1042.59,1058.12,1038000000,6891790000.0,1.3444,0,
2003/12/17,1056.87,1066.63,1049.69,1049.84,1067880000,7271320000.0,1.3896,0,
2003/12/18,1047.61,1055.06,1045.12,1054.8,847690000,5923750000.0,1.1154,0,
2003/12/19,1055.9,1061.41,1037.58,1049.2,1607110000,10941270000.0,2.1269,0,
2003/12/22,1048.32,1078.53,1044.39,1078.53,1907650000,13726680000.0,2.5145,0,
2003/12/23,1082.39,1087.34,1074.85,1083.24,1743870000,11659020000.0,2.2786,0,
2003/12/24,1084.55,1093.61,1083.27,1093.39,1426790000,10501370000.0,1.8764,0,
2003/12/25,1093.73,1098.47,1084.53,1089.31,1453610000,10144120000.0,1.912,0,
2003/12/26,1089.95,1091.07,1081.57,1088.12,1019410000,7333970000.0,1.3731,0,
2003/12/29,1084.38,1088.68,1077.9,1079.32,967250000,6782290000.0,1.2857,0,
2003/12/30,1078.59,1088.07,1078.44,1086.96,979080000,6827960000.0,1.2798,0,
2003/12/31,1088.13,1090.1,1071.66,1075.82,943610000,6812780000.0,1.2409999999999999,0,
2004/1/2,1072.91,1091.45,1071.83,1085.43,1252340000,8988440000.0,1.5619,0,
2004/1/5,1084.05,1121.17,1084.05,1121.17,2352160000,17336510000.0,2.9309,0,
2004/1/6,1122.35,1135.28,1116.3,1131.27,2675840000,19332790000.0,3.3265,0,
2004/1/7,1131.01,1151.56,1127.13,1145.29,2489430000,18492860000.0,3.1058,0,
2004/1/8,1145.68,1162.35,1141.82,1158.76,1966240000,14749600000.0,2.4481,0,
2004/1/9,1160.84,1170.28,1139.23,1140.48,2385300000,18094090000.0,2.969,0,
2004/1/12,1140.05,1167.74,1137.47,1167.43,1741990000,13649930000.0,2.1627,0,
2004/1/13,1170.77,1174.78,1152.22,1163.99,1915010000,14739920000.0,2.3773,0,
2004/1/14,1163.43,1164.54,1144.54,1149.88,1484880000,10963340000.0,1.8272,0,
2004/1/15,1150.18,1156.94,1143.24,1145.93,1322490000,9825320000.0,1.6591,0,
2004/1/16,1147.39,1157.66,1140.63,1154.5,1455320000,11124910000.0,1.8071,0,
2004/1/29,1157.56,1177.31,1157.1,1177.22,1249050000,9478020000.0,1.5613,0,-1.0
2004/1/30,1178.7,1179.81,1147.4,1147.85,1613600000,12103050000.0,2.0079,0,1.0
2004/2/2,1178.58,1187.06,1147.33,1170.72,2588280000,19637640000.0,3.2194,0,
2004/2/3,1170.39,1185.03,1163.57,1184.23,1700690000,12976880000.0,2.1292,0,
2004/2/4,1185.69,1210.25,1185.69,1210.12,2292860000,18030110000.0,2.8714,0,
2004/2/5,1214.23,1215.57,1202.97,1214.54,2210180000,17464580000.0,2.7593,0,
2004/2/6,1212.63,1226.81,1197.74,1208.74,2454160000,18906860000.0,3.0653,0,
2004/2/9,1209.53,1228.53,1209.53,1228.53,1987900000,15367330000.0,2.506,0,-1.0
