DateTime,open,high,low,close,volume,amt,turn
2004/2/19,1005.19,1015.08,1002.07,1014.91,189130000,2287190000,2.9813
2004/2/20,1016.57,1020.64,1010.41,1020.46,181470000,2130270000,2.7801
2004/2/23,1024.15,1029.79,1006.16,1006.46,206240000,2463510000,3.1637
2004/2/24,1001.11,1003.91,981.64,996.89,184550000,2112710000,2.8347
2004/2/25,997.49,1006.9,971.54,973.55,159490000,1827900000,2.4125
2004/2/26,968.96,973.35,952.97,960.66,141510000,1590540000,2.1791
2004/2/27,961.25,977.66,960.76,977.6,106460000,1294420000,1.6582
2004/3/1,976.86,987.62,970.89,987.47,112840000,1401920000,1.7118
2004/3/2,988.81,988.81,979.81,985.84,116550000,1363560000,1.7768
2004/3/3,983.35,985.79,964.23,967.63,103920000,1208870000,1.6051
2004/3/4,964.38,975.14,958.38,974.92,106690000,1299040000,1.6204
2004/3/5,974.87,978.69,971.18,972.01,97830000,1250860000,1.472
2004/3/8,970.62,973.45,955.38,956.36,100090000,1277050000,1.5016
2004/3/9,955.58,961.57,948.43,949.22,90490000,1099430000,1.3905
2004/3/10,950.23,965.71,948.81,965.41,82840000,1010350000,1.2532
2004/3/11,966.32,976.16,961.39,975.91,101400000,1211510000,1.5428
2004/3/12,976.27,977.19,969.02,972.95,79910000,1007760000,1.1961
2004/3/15,972.9,985.95,971.48,985.86,115580000,1529900000,1.7497
2004/3/16,986.88,990.12,982.13,989.91,117930000,1535070000,1.7711
2004/3/17,989.4,990.09,982.45,988.27,113250000,1421490000,1.7081
2004/3/18,988.5,990.57,976.6,977.72,127230000,1486890000,1.9091
2004/3/19,975.64,989.6,975.29,989.4,110610000,1309560000,1.6643
2004/3/22,989.82,996.73,983.51,996.68,104350000,1197350000,1.5885
2004/3/23,996.68,997.51,988.99,994.86,108860000,1268580000,1.6908
2004/3/24,995.11,1002.49,993.66,998.63,112300000,1295340000,1.7154
2004/3/25,998.58,1004.75,995.75,1003.38,116910000,1380820000,1.7628
2004/3/26,1004.44,1010.44,1000.08,1009.07,121810000,1518620000,1.8293
2004/3/29,1009.56,1015.99,1004.43,1006.23,115470000,1474930000,1.7337
2004/3/30,1006.94,1020.49,1006.18,1020.3,158630000,1981490000,2.4099
2004/3/31,1023.44,1030.78,1006.93,1030.56,176050000,2165020000,2.7269
2004/4/1,1031.55,1032.25,1027.2,1031.44,152560000,1973340000,2.3205
2004/4/2,1032.84,1047.77,1032.46,1047.59,197770000,2462950000,2.963
2004/4/5,1051.51,1069.83,1051,1069.54,250720000,3281320000,3.691
2004/4/6,1071.91,1076.95,1069.11,1076.42,210450000,2734510000,3.1001
2004/4/7,1075.92,1077.76,1069.44,1072.73,185230000,2381830000,2.7718
2004/4/8,1072.07,1085.37,1068.37,1082.75,188290000,2579760000,2.7656
2004/4/9,1082.75,1088.51,1057.67,1060.88,240420000,3376220000,3.5214
2004/4/12,1057.33,1065.87,1048.3,1061.75,148130000,1942190000,2.1598
2004/4/13,1063.54,1064.19,1048.14,1049.95,137630000,1797940000,2.0112
2004/4/14,1048.46,1051.69,1023.07,1032.44,145700000,1828330000,2.1373
2004/4/15,1032.04,1037.75,1015.51,1018.24,110010000,1369490000,1.6108
2004/4/16,1018.69,1021.82,995.02,1017.51,115650000,1401760000,1.8319
2004/4/19,1017.48,1019.66,1003.36,1005.33,85280000,1060320000,1.3251
2004/4/20,1003.68,1009.01,996.78,1001.65,85460000,1096840000,1.2936
2004/4/21,1000.38,1006.71,992.71,995.97,75890000,976000000,1.152
2004/4/22,996.49,999.19,988.81,998.84,73420000,923370000,1.0851
2004/4/23,995.46,997,978.84,980.62,84000000,953930000,1.2632
2004/4/26,977.16,983.87,969.42,975.11,79790000,947230000,1.1752
2004/4/27,973.8,975.72,953.72,955.43,85200000,982380000,1.2599
2004/4/28,950.94,960.29,945.16,955.79,81500000,879400000,1.2005
2004/4/29,952.25,957.96,932.69,933.24,76290000,884000000,1.1318
2004/4/30,936.79,950.12,926.72,937.82,66370000,753980000,0.9869
2004/5/10,938.92,940.22,917.11,918.23,49200000,523060000,0.7111
2004/5/11,916.41,928.18,913.86,922.32,55540000,582420000,0.8044
2004/5/12,922.36,944.59,918.04,944.33,84560000,889970000,1.2233
2004/5/13,944.1,945.24,935.38,940.58,81640000,832240000,1.1744
2004/5/14,939.76,943.39,919.65,921.95,61490000,647460000,0.8854
2004/5/17,917.99,928.87,913.87,916.38,44500000,464910000,0.638
2004/5/18,922.12,935.84,919.54,935.77,71800000,762820000,1.0248
2004/5/19,937.57,943.99,933.5,938.29,98640000,1006620000,1.5244
2004/5/20,936.83,946.48,923.5,928.01,56500000,596030000,0.8654
2004/5/21,928.32,942.31,920.7,927.49,54970000,589000000,0.8178
2004/5/24,928.99,929.79,919.64,921.06,67670000,723100000,1.0223
2004/5/25,917.85,923.76,895.2,896.09,82980000,839800000,1.188
2004/5/26,894.14,904.69,890.19,899.53,71940000,724940000,1.0286
2004/5/27,899.44,920.57,897.23,919.79,98120000,983150000,1.4295
2004/5/28,920.55,924.1,912.28,916.81,75170000,747810000,1.0673
2004/5/31,916.46,921.5,913.76,920.77,55660000,588190000,0.7906
2004/6/1,921.57,946.47,921.03,946.18,118940000,1299620000,1.6669
2004/6/2,946.93,954.01,942.26,952.47,141780000,1521670000,1.9762
2004/6/3,952.28,953.78,930.64,932.17,102030000,1075830000,1.426
2004/6/4,928.14,946.45,923.74,930.32,68420000,702790000,0.965
2004/6/7,926.13,929.69,910.39,916.33,55200000,571120000,0.7914
2004/6/8,914.11,920.3,905.49,908.14,54780000,575100000,0.7729
2004/6/9,905.8,910.3,880.85,883.4,70430000,709940000,0.9852
2004/6/10,879.74,890.31,869.72,871.95,58720000,560410000,0.8394
2004/6/11,875.36,891.51,873.62,875.2,60440000,580310000,0.8442
2004/6/14,872.17,879.64,847.07,849.85,69410000,655940000,0.946
2004/6/15,848.6,863.67,845.73,863.08,54290000,504470000,0.7531
2004/6/16,859.11,868.37,853.58,863.3,53200000,492270000,0.7263
2004/6/17,862.58,864.36,848.24,849.97,54210000,494120000,0.7311
2004/6/18,847.86,870.94,837.16,844.97,53540000,501590000,0.7175
2004/6/21,842.88,859.34,842.59,859.17,53410000,525900000,0.7168
2004/6/22,859.95,876.4,853.52,873.68,94270000,884790000,1.2488
2004/6/23,870.67,872.64,858.6,868.29,66190000,622460000,0.8736
2004/6/24,868.36,876.55,868.21,870.96,78520000,774420000,1.0389
2004/6/25,871.02,874.17,840.37,842.87,70770000,673930000,0.9434
2004/6/28,836.66,852.21,815.36,816.67,57140000,519350000,0.7455
2004/6/29,817.83,826.16,803.72,821.11,66350000,562290000,0.8767
2004/6/30,820.25,820.88,809.59,812.1,55470000,457800000,0.7345
2004/7/1,811.17,834.42,809.89,834.33,73580000,693080000,1.0933
2004/7/2,832.46,834.31,822.15,828.96,55870000,539870000,0.8291
2004/7/5,825.99,830.31,819.67,825.61,41740000,407130000,0.6131
2004/7/6,826.67,836.06,825.62,832.95,66830000,630450000,0.9816
2004/7/7,830.53,832.49,822.09,823.28,50290000,474610000,0.7388
2004/7/8,820.84,830.35,816.39,822.97,45770000,433780000,0.6724
2004/7/9,822.9,826.41,813.26,814.15,51200000,489640000,0.7501
2004/7/12,808.66,817.71,779.6,780.12,76660000,715980000,1.123
2004/7/13,777.95,796.8,771.87,775.82,49000000,440180000,0.7148
2004/7/14,775.62,777.43,748.68,762.53,70100000,622790000,1.0209
2004/7/15,761.17,769.59,757.9,765.23,57190000,496410000,0.8328
2004/7/16,767.76,792.33,763.82,792,105610000,963610000,1.5344
2004/7/19,792.49,796.78,786.48,792.77,78080000,728050000,1.1344
2004/7/20,791.36,793.41,784.04,787.48,69740000,627350000,1.0064
2004/7/21,785.39,796.37,781.09,784.98,57460000,553310000,0.8292
2004/7/22,784.96,786.24,767.52,769.38,69760000,624630000,1.0031
2004/7/23,766.38,775.84,761.06,770.91,47990000,412000000,0.6899
2004/7/26,765.33,769.07,752.31,756.07,46400000,417920000,0.667
2004/7/27,755.23,760.6,743.84,749.28,49600000,422570000,0.7127
2004/7/28,749.75,756.9,745.9,756.64,60770000,514640000,0.8733
2004/7/29,757.51,773.17,753.3,772.88,79330000,770740000,1.14
2004/7/30,772.19,773.92,760.14,760.25,62000000,628500000,0.891
2004/8/2,753.91,763.59,748.95,752.32,40810000,387910000,0.5865
2004/8/3,751.03,762.35,750.59,759.14,59890000,655110000,0.8567
2004/8/4,759.67,782.61,756.13,778.48,106580000,1033450000,1.5246
2004/8/5,776.15,777.93,769.16,770.38,75390000,695550000,1.0785
2004/8/6,768.72,773.27,758.93,764.95,58810000,564770000,0.8413
2004/8/9,762.16,765.89,757.61,761.89,49220000,451390000,0.7041
2004/8/10,761.76,766.15,759.98,764.74,43740000,397880000,0.6257
2004/8/11,764.81,765.15,752.22,753.22,53720000,501940000,0.7684
2004/8/12,746.72,757.16,732.35,737.84,60500000,521040000,0.8654
2004/8/13,736.02,743.39,734.92,737.44,37410000,308340000,0.5347
2004/8/16,734.43,736.3,719.23,721.12,51800000,429440000,0.7405
2004/8/17,719.06,729.03,713.36,719.23,48500000,392020000,0.6916
2004/8/18,718.53,720.84,713.66,714.14,46410000,364920000,0.6616
2004/8/19,710.87,715.79,693.61,697.12,60580000,465880000,0.8638
2004/8/20,695.04,705.11,688.42,697.19,55880000,423420000,0.7967
2004/8/23,692.73,695.56,685.47,688.47,38960000,297160000,0.5555
2004/8/24,687.09,703.14,685.98,701.59,60940000,461520000,0.8689
2004/8/25,700.2,704.73,691.98,700.52,53750000,387520000,0.7664
2004/8/26,698.27,701.54,691.83,692.54,42770000,307700000,0.6098
2004/8/27,689.45,693.82,681.42,684.77,49140000,346830000,0.7006
2004/8/30,681.55,690.58,678.7,689.24,42630000,330530000,0.6078
2004/8/31,703.94,711.4,698.75,703.71,80140000,617180000,1.1427
2004/9/1,700.81,703.62,690.52,691.04,43320000,332990000,0.6177
2004/9/2,688.75,701.74,686.61,701.64,43180000,327920000,0.6156
2004/9/3,699.3,703.13,693.75,699.33,47490000,320980000,0.6772
2004/9/6,698.03,699.81,695.42,699.49,33680000,247410000,0.4801
2004/9/7,698.05,700.61,695.56,700.46,27340000,216920000,0.3898
2004/9/8,699.54,700.72,693.76,697.07,27090000,198320000,0.3863
2004/9/9,692.98,698.51,681.92,682.66,46920000,338390000,0.6667
2004/9/10,679.11,686.9,675.23,682.1,37060000,266830000,0.5267
2004/9/13,677.88,681.55,662.93,663.77,45920000,316870000,0.6525
2004/9/14,669.31,689.68,665.55,686.35,72930000,545980000,1.0362
2004/9/15,686.63,729.15,678.11,721.42,191290000,1506840000,2.718
2004/9/16,722.31,734.89,715.22,734.75,175320000,1438240000,2.4911
2004/9/17,735.5,756.07,732.32,756.02,182140000,1496250000,2.5881
2004/9/20,760.68,788.71,758.75,788.42,233220000,2051170000,3.3139
2004/9/21,792.2,801.62,777.71,789.65,219920000,2010450000,3.1249
2004/9/22,786.74,790.04,769.38,773.63,168380000,1538600000,2.3926
2004/9/23,772.1,790.25,764.84,790.13,128110000,1151740000,1.8203
2004/9/24,794.66,805.67,772.82,772.96,222280000,2087950000,3.1584
2004/9/27,775.98,786.3,753.25,757.28,108730000,958300000,1.5407
2004/9/28,759.27,766.76,749.17,759.39,73300000,606990000,1.0387
2004/9/29,760.25,760.6,750.79,751.53,66470000,561340000,0.9419
2004/9/30,750.83,756.67,739.07,741.13,75190000,648800000,1.0655
2004/10/8,740.92,767.81,735.78,767.6,80070000,792530000,1.1345
2004/10/11,768.29,788.79,763.6,772.94,150410000,1487530000,2.1313
2004/10/12,769.15,772.78,762.52,763.76,101580000,933200000,1.4394
2004/10/13,762.28,769.94,757.21,769.73,106210000,910690000,1.505
2004/10/14,768.1,769.94,722.34,722.89,139290000,1224990000,1.9737
2004/10/15,717.61,734.88,707.19,718.55,109370000,869040000,1.5498
2004/10/18,721.06,726.23,712.97,723.43,81970000,654120000,1.1593
2004/10/19,725.88,736.06,719.86,722.2,95210000,773670000,1.3464
2004/10/20,719.41,723.54,705.37,714.25,85310000,659720000,1.2064
2004/10/21,714.76,720.2,702.06,704.06,98200000,752830000,1.3888
2004/10/22,701.38,710.33,689.27,710.16,118220000,888350000,1.6648
2004/10/25,714.55,718.81,704.82,707,113180000,945580000,1.5938
2004/10/26,705.56,716.04,696.82,716.04,112060000,885950000,1.578
2004/10/27,716.14,733.05,711.78,732.8,143460000,1171550000,2.0203
2004/10/28,733.64,738.66,722.77,725.45,145120000,1147330000,2.0436
2004/10/29,707.1,723.27,700.56,712.58,116150000,948620000,1.6357
2004/11/1,709.45,714.34,703.35,703.99,84680000,665580000,1.1925
2004/11/2,700.54,705.83,698.56,703.19,69090000,522380000,0.9729
2004/11/3,705.95,720.41,702.23,720.22,92310000,706360000,1.3
2004/11/4,721.64,725.12,704.83,706.37,100620000,745120000,1.417
2004/11/5,709.29,713.6,703.22,707.25,75550000,588860000,1.064
2004/11/8,704.99,709.04,701.02,707.62,60340000,434290000,0.8497
2004/11/9,707.23,712.54,705.16,710.88,55750000,420730000,0.7851
2004/11/10,712.57,741.59,709.52,740.99,155080000,1285930000,2.1838
2004/11/11,743.25,755.04,736.27,736.37,193230000,1626070000,2.721
2004/11/12,735.81,743.98,733.25,740.7,109880000,908000000,1.5447
2004/11/15,742.29,751.08,740.92,751.08,102870000,884010000,1.4462
2004/11/16,752.89,753.15,744.34,748.86,92480000,755360000,1.3001
2004/11/17,747.99,750.95,740.81,744.36,96400000,749140000,1.3553
2004/11/18,742.75,754.35,742.73,754.24,96430000,756140000,1.3556
2004/11/19,755.58,760.37,750.96,760.26,121740000,895990000,1.7115
2004/11/22,763,773.78,761.38,772.1,159930000,1280830000,2.2484
2004/11/23,772.88,776.3,766.79,774.68,175380000,1341020000,2.4656
2004/11/24,773.73,775.4,758.61,758.61,137480000,1050490000,1.9328
2004/11/25,755.84,762.57,747.36,752.47,107940000,818780000,1.5174
2004/11/26,752.48,757.85,751.94,753.49,83260000,641990000,1.1704
2004/11/29,750.6,751.81,740.92,741.72,74180000,574390000,1.0428
2004/11/30,740.6,748.48,738.27,744.4,68490000,493230000,0.9629
2004/12/1,743.77,745.82,740.79,742.53,65150000,480140000,0.9159
2004/12/2,740.82,744.58,736.82,744.58,82950000,597220000,1.1661
2004/12/3,744.85,755.07,742.84,753.81,105050000,753650000,1.4769
2004/12/6,754.81,755.22,748.53,752.96,80700000,568100000,1.1345
2004/12/7,753.07,754.46,740.17,740.33,72160000,511980000,1.0144
2004/12/8,744.23,747.51,739.78,742.49,65840000,429990000,0.9255
2004/12/9,740.92,749.77,738.84,746.11,80680000,523860000,1.1342
2004/12/10,743.3,745.01,727.82,728.4,76590000,525240000,1.0768
2004/12/13,723.63,732.21,718.96,722.67,58540000,412490000,0.8284
2004/12/14,723.27,725.91,719.41,721.2,47310000,342370000,0.6706
2004/12/15,720.55,722.17,708.16,718.87,56210000,385750000,0.7918
2004/12/16,716.37,719.33,711.11,711.67,42300000,276120000,0.5961
2004/12/17,708.76,714.86,703.3,704.38,62730000,395450000,0.8837
2004/12/20,699.47,704.17,695.54,697.99,52840000,348050000,0.7437
2004/12/21,699.15,704.2,697.52,700.23,39920000,252870000,0.5614
2004/12/22,702.06,721.98,699.75,721.98,66680000,462650000,0.9372
2004/12/23,722.58,723.46,705.33,706.36,57020000,390660000,0.8017
2004/12/24,704.92,717.68,704.92,708.89,44570000,296920000,0.6262
2004/12/27,708.37,710.43,703.46,705.86,32660000,222060000,0.4597
2004/12/28,704.44,707.98,700.34,704.75,41880000,283690000,0.5893
2004/12/29,704.68,707.68,700.17,701.99,51940000,347590000,0.7303
2004/12/30,701.23,703.57,694.26,699.27,39980000,277070000,0.563
2004/12/31,699.43,701.87,690.07,691.83,50060000,330680000,0.7043
2005/1/4,686.2,693.42,682.64,685.96,34220000,288650000,0.5655
2005/1/5,685.88,700.26,685.14,696.65,46130000,381850000,0.759
2005/1/6,696.51,697.29,689.62,692.5,41900000,323240000,0.6875
2005/1/7,691,703,689.79,694.6,50980000,449400000,0.8992
2005/1/10,692.97,700.23,692.02,700.23,39160000,346020000,0.6722
2005/1/11,701.02,702.76,696.71,701.44,44600000,379930000,0.7728
2005/1/12,699.15,701.33,693.31,698.37,49800000,418600000,0.8345
2005/1/13,696.83,702.08,696.71,701.24,64850000,525070000,1.0905
2005/1/14,700.3,705.23,692.9,693.51,63140000,503030000,1.0672
2005/1/17,684.79,691.92,673.56,675.29,81780000,640370000,1.372
2005/1/18,675.87,684.02,673.08,684.02,61750000,491410000,1.037
2005/1/19,682.69,683.89,673.2,674.9,62620000,493820000,1.0405
2005/1/20,670.56,676.48,659.39,662.37,70560000,553540000,1.1951
2005/1/21,660.13,675.22,647.62,675.22,81950000,658500000,1.3713
2005/1/24,690.54,693.77,682.7,689.7,98810000,823420000,1.6557
2005/1/25,682.93,685.94,672.4,678.47,74840000,633710000,1.3126
2005/1/26,676.34,681.87,671.45,672.63,62990000,515070000,1.0671
2005/1/27,669.22,675.66,660.62,661.31,60020000,458780000,1.0081
2005/1/28,657.66,664.24,646.64,648.82,64780000,526040000,1.0921
2005/1/31,642.18,649.58,627.33,627.88,66710000,512700000,1.1164
2005/2/1,625.1,634.29,619.38,620.77,64120000,516690000,1.1055
2005/2/2,621.12,655.66,619.69,655.66,101250000,811240000,1.7005
2005/2/3,654.5,657.78,632.38,641.24,84010000,690140000,1.4031
2005/2/4,639.87,653.46,639.27,652.58,68600000,572290000,1.1423
2005/2/16,657.96,662.92,649.83,658.05,56630000,475010000,0.9401
2005/2/17,655.44,659.47,651.31,659.47,48120000,371560000,0.8044
2005/2/18,658.19,660.05,652.65,652.98,45260000,383130000,0.7511
2005/2/21,652.78,663.67,652.09,663.67,56550000,479480000,0.9398
2005/2/22,664.3,689.86,659.37,689.63,140940000,1286680000,2.3342
2005/2/23,690.14,708.61,684.47,703.86,165880000,1570090000,2.7338
2005/2/24,702.47,705.27,695.74,702.73,121930000,1163910000,2.0821
2005/2/25,701.88,712.2,701.72,704.33,141380000,1322060000,2.3459
2005/2/28,703.54,707.39,698.83,702.41,107460000,1008100000,1.7858
2005/3/1,701.99,703.71,695.33,700.58,97130000,858110000,1.5991
2005/3/2,700.73,705.02,690.63,691.07,111630000,1114420000,1.834
2005/3/3,688.62,693.81,683.92,693.25,74800000,673090000,1.2494
2005/3/4,692.11,693.46,687.06,687.94,64410000,592540000,1.0609
2005/3/7,687.91,689.99,685.55,688.53,67580000,619050000,1.1116
2005/3/8,689.55,707.59,688.88,707.59,122770000,1295120000,2.0781
2005/3/9,709.62,713.58,705.43,712.74,132610000,1293270000,2.2113
2005/3/10,712.52,713.02,694.29,696.39,126960000,1209620000,2.1411
2005/3/11,694.84,704.18,692.84,703.54,97590000,966060000,1.6185
2005/3/14,701.95,704.9,688.41,698.67,125670000,1257260000,2.0674
2005/3/15,697.48,700.42,685.93,687.28,102120000,973700000,1.6819
2005/3/16,684.71,690.29,674.13,678.15,87230000,796260000,1.4271
2005/3/17,676.27,678.86,668.94,669.38,85550000,749450000,1.4121
2005/3/18,668.23,671.19,655.11,656.76,89360000,759380000,1.4733
2005/3/21,654.67,661.53,650.63,658.71,70440000,657460000,1.1565
2005/3/22,657.99,659.2,640.19,643.52,87660000,825120000,1.4413
2005/3/23,641.17,653.68,639.08,643.43,102390000,987410000,1.7019
2005/3/24,640.63,648.25,635.77,648.25,87570000,849780000,1.4719
2005/3/25,647.24,648.32,641.68,643.89,83330000,696780000,1.3713
2005/3/28,641.13,644.15,628.53,636.31,70320000,570110000,1.1633
2005/3/29,635.7,641.68,631.71,632.05,72270000,540370000,1.1811
2005/3/30,626.63,630.9,609.18,609.48,93350000,700970000,1.5525
2005/3/31,606.56,614.81,604.2,614.81,86060000,575940000,1.4436
2005/4/1,614.2,642.52,609.46,637.76,129340000,976500000,2.1764
2005/4/4,630.63,633.02,622.48,625.79,93910000,777200000,1.5884
2005/4/5,624.85,629.37,622.49,623.45,82340000,655610000,1.3671
2005/4/6,622.16,635.83,618.21,633.76,110940000,909800000,1.8348
2005/4/7,634.15,652.05,630.41,644.33,161400000,1341890000,2.6886
2005/4/8,644.37,657.02,639.55,656.79,132360000,1060930000,2.1979
2005/4/11,657.85,663.4,654.04,655.77,132840000,1086210000,2.1791
2005/4/12,654.13,655.63,641.32,641.63,111450000,863360000,1.8069
2005/4/13,645.1,659.24,644.01,656.8,127550000,1051260000,2.0627
2005/4/14,659.13,661.38,652.77,653.67,140940000,1331030000,2.2951
2005/4/15,650.46,657.33,639.64,642.04,148230000,1252150000,2.3934
2005/4/18,637.06,644.45,625.04,628.6,98520000,791690000,1.6004
2005/4/19,625.72,631.21,620.49,625.73,86460000,694830000,1.3957
2005/4/20,623.2,625.14,611.06,612.26,98540000,772790000,1.5935
2005/4/21,610.44,616.91,602.89,606.24,96660000,760610000,1.5665
2005/4/22,603.37,607.74,587.99,590.29,112370000,866620000,1.8242
2005/4/25,586.54,591.77,572.55,580.05,96940000,736450000,1.5712
2005/4/26,576.25,589.28,575.1,586.99,94190000,674600000,1.5319
2005/4/27,588.5,589.26,574.38,574.55,98610000,751840000,1.58
2005/4/28,570.81,586.91,564.48,584.73,132910000,1083190000,2.148
2005/4/29,581.71,583.97,574.28,575.26,92360000,701270000,1.5067
2005/5/9,575.06,577.01,554.43,554.53,72640000,545730000,1.158
2005/5/10,550.11,561.08,534.09,549.96,86560000,620870000,1.4006
2005/5/11,547.91,553.94,546.85,547.87,83280000,552630000,1.3648
2005/5/12,546.39,551.8,541.95,548.82,88690000,581900000,1.4228
2005/5/13,547.85,557.47,546.51,556,96650000,608380000,1.5443
2005/5/16,553.63,553.63,548.12,550.8,76440000,516950000,1.2211
2005/5/17,548.98,560.1,547.53,558.56,81420000,528100000,1.3388
2005/5/18,557.88,561.92,553.35,561.92,68770000,447710000,1.1195
2005/5/19,561.36,565.85,555.45,563.48,69230000,439910000,1.1145
2005/5/20,561.95,565.14,559.46,560.29,65140000,404650000,1.0644
2005/5/23,554.7,560.87,541.97,542.41,67810000,400670000,1.1005
2005/5/24,539.38,555.65,539.24,553.77,65400000,406140000,1.0562
2005/5/25,552.03,559.04,544.7,554.63,76000000,465670000,1.2222
2005/5/26,552.66,557.54,546.83,549.47,85090000,530030000,1.3534
2005/5/27,547.05,555.46,542.37,543.41,76380000,503700000,1.2425
2005/5/30,541.55,550.05,539.74,548.73,65430000,409560000,1.1313
2005/5/31,549.27,551.1,544.79,547.05,60940000,364280000,1.0235
2005/6/1,545.41,550.81,532.2,535.3,66690000,406570000,1.0779
2005/6/2,533.12,540.04,523.63,526.61,75110000,492550000,1.2068
2005/6/3,523.21,528.88,518.55,525.62,62140000,373640000,0.993
2005/6/6,523.24,536,517.31,536,69990000,411710000,1.1129
2005/6/7,537.73,547.88,532.5,538.67,114330000,708130000,1.8255
2005/6/8,539.24,584.13,538.21,582.54,234370000,1531320000,3.7432
2005/6/9,582.58,599.25,575.38,590.69,255480000,1736400000,4.0575
2005/6/10,589.51,590.75,574.79,578.14,175340000,1161230000,2.7687
2005/6/13,577.49,583.73,571.36,580.97,121230000,795380000,1.8956
2005/6/14,582.17,585.03,567.55,567.79,111850000,729510000,1.7498
2005/6/15,565.01,571.31,557.5,558.79,124920000,759370000,1.942
2005/6/16,558.8,570.68,554.88,570.63,138920000,933940000,2.152
2005/6/17,573.31,575.24,565.68,567.56,137250000,960560000,2.1249
2005/6/20,567.01,588.43,562.32,588.43,176080000,1244220000,2.727
2005/6/21,586.75,589.1,582.51,586.06,170170000,1176570000,2.6305
2005/6/22,583.1,591.49,582.07,590.08,146330000,970110000,2.2521
2005/6/23,587.72,592.97,581.34,582.77,140470000,938930000,2.1757
2005/6/24,579.76,586.75,579.17,586.73,100500000,652990000,1.6037
2005/6/27,591.67,610.5,588.91,605.52,221980000,1556950000,3.4999
2005/6/28,601.68,603.41,594.29,595.4,139130000,948390000,2.168
2005/6/29,596.24,600.11,593.51,594.08,128110000,934830000,2.0018
2005/6/30,591.49,593.51,577.48,577.81,137240000,959030000,2.1263
2005/7/1,573.85,583.8,555.05,555.85,143270000,957230000,2.3069
2005/7/4,550.48,562.08,539.75,551.33,116060000,749600000,1.8656
2005/7/5,547.96,555.61,543.37,548.27,106330000,737650000,1.7043
2005/7/6,549.41,553.76,540.38,543.62,92230000,610090000,1.4782
2005/7/7,542.48,548.99,540.88,546.3,84660000,539400000,1.3569
2005/7/8,542.89,545.36,527.17,527.75,94650000,586650000,1.517
2005/7/11,534.16,544.75,523.69,524.52,98830000,652760000,1.584
2005/7/12,522.02,547.11,521.27,546.04,143760000,953740000,2.3042
2005/7/13,544.53,547.02,538.04,541.2,123160000,783700000,1.974
2005/7/14,540.09,547.01,539.37,541.55,106560000,665800000,1.708
2005/7/15,540.96,543.95,526.23,528.96,107630000,659670000,1.7235
2005/7/18,525.24,536,516,518.81,81700000,478350000,1.3083
2005/7/19,517.01,523.54,515.48,522.91,72040000,463130000,1.1514
2005/7/20,522.51,528.85,519.05,525.66,78410000,508190000,1.2523
2005/7/21,524.73,525.53,514.47,520.58,78470000,493230000,1.2532
2005/7/22,521.12,534.63,518.24,530.71,152690000,968430000,2.4386
2005/7/25,528.22,529.88,523.78,524.46,98300000,639700000,1.57
2005/7/26,524.05,535.66,523.71,535.07,139360000,858530000,2.2244
2005/7/27,535.64,546.27,530.98,546.27,153320000,966640000,2.4411
2005/7/28,546.31,553.76,544.48,547.02,190720000,1170510000,3.0366
2005/7/29,545.57,548.01,542.09,545.55,116710000,691140000,1.8582
2005/8/1,545.34,552.12,545.07,552.12,120170000,777380000,1.9133
2005/8/2,552.4,557.22,548.55,557.22,141350000,894700000,2.2505
2005/8/3,558.58,567.39,556.36,561.26,200880000,1219040000,3.1982
2005/8/4,559.27,561.7,556.73,558.84,140600000,889030000,2.3704
2005/8/5,559.55,572.32,559.17,572.32,243150000,1681610000,3.8657
2005/8/8,578.21,589.26,576.27,582.29,294420000,2106750000,4.9848
2005/8/9,581.82,592.55,578.2,592.55,226280000,1523010000,3.9564
2005/8/10,593.68,600.57,587.62,600.55,281520000,1885140000,4.4243
2005/8/11,600.5,608.05,597.38,607.28,281770000,1920680000,4.4283
2005/8/12,609.23,618.5,600.54,605.5,355650000,2419630000,5.7068
2005/8/15,606.89,628.03,606.52,628.02,324780000,2379370000,5.0971
2005/8/16,629.8,631.38,620.66,625,334030000,2367180000,5.2422
2005/8/17,622.48,642.31,614.32,641.75,385030000,2727360000,6.0803
2005/8/18,641.89,651.62,612.63,613.34,455690000,3188910000,7.134
2005/8/19,610.41,618.52,596.46,610.2,317300000,2133400000,5.0218
2005/8/22,606.59,613.54,600.75,610.25,183900000,1176760000,2.8713
2005/8/23,608.41,609.28,596.51,602.76,172030000,1102270000,2.6836
2005/8/24,603.61,615.8,603.01,615.68,206620000,1367850000,3.2232
2005/8/25,616.27,625.26,613.45,625.26,225760000,1453630000,3.5217
2005/8/26,627.16,628.92,620.35,625.72,243840000,1592970000,3.8008
2005/8/29,625.36,625.63,613.28,616.14,196980000,1177150000,3.0703
2005/8/30,613.12,618.77,608.94,609.19,156570000,977440000,2.4405
2005/8/31,608.42,623.23,608.02,623.23,180550000,1228590000,2.8097
2005/9/1,624.23,636.37,621.74,635.85,249460000,1663590000,3.8823
2005/9/2,637.59,646.26,634.81,645.72,274930000,1979700000,4.2787
2005/9/5,648.49,655.68,646.35,655.68,235800000,1650210000,3.6661
2005/9/6,656.71,659,637.08,638.32,271590000,1848860000,4.2226
2005/9/7,636.56,658.54,634.81,658.51,242390000,1706450000,3.7623
2005/9/8,660.26,661.48,648.41,657.46,232420000,1677870000,3.9751
2005/9/9,657.86,663.88,652.03,655.96,235150000,1784330000,3.6293
